address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,dist_to_park,ptl_id,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"2215 W Spur Dr, Phoenix, AZ 85085",3,2,2231,zillow_ph,http://www.zillow.com/homedetails/2215-W-Spur-Dr-Phoenix-AZ-85085/71620818_zpid/,-112.106,33.7261,453.376,,,1,,,1551,rental,1775,open,,,2015-08-13,Deer Valley,307,PH
"3844 E Kings Ave, Phoenix, AZ 85032",4,2,2576,zillow_ph,http://www.zillow.com/homedetails/3844-E-Kings-Ave-Phoenix-AZ-85032/8006686_zpid/,-111.999,33.6365,444.003,,,1,,,1553,rental,1895,open,,,2015-08-13,Paradise Valley,288,PH
"4541 W Bluefield Ave, Glendale, AZ 85308",4,2,2620,zillow_ph,http://www.zillow.com/homedetails/4541-W-Bluefield-Ave-Glendale-AZ-85308/7949024_zpid/,-112.158,33.6518,396.672,,,1,,,1554,rental,1600,open,,,2015-08-13,Deer Valley,307,PH
"1028 E Paradise Ln, Phoenix, AZ 85022",3,2,1624,zillow_ph,http://www.zillow.com/homedetails/1028-E-Paradise-Ln-Phoenix-AZ-85022/8003410_zpid/,-112.058,33.6333,428.535,,,1,,,1555,rental,1295,open,,,2015-08-14,North Mountain,176,PH
"2331 W Larkspur Dr, Phoenix, AZ 85029",3,2,1494,zillow_ph,http://www.zillow.com/homedetails/2331-W-Larkspur-Dr-Phoenix-AZ-85029/7738617_zpid/,-112.11,33.5999,390.622,,,1,,,1556,rental,995,open,,,2015-08-14,North Mountain,176,PH
"4040 E Desert Forest Trl, Cave Creek, AZ 85331",4,3,2732,zillow_ph,http://www.zillow.com/homedetails/4040-E-Desert-Forest-Trl-Cave-Creek-AZ-85331/52427809_zpid/,-111.994,33.7817,569.527,,,1,,,1557,rental,1795,open,,,2015-08-14,Desert View,273,PH
"4001 W Villa Rita Dr, Glendale, AZ 85308",3,2,1397,zillow_ph,http://www.zillow.com/homedetails/4001-W-Villa-Rita-Dr-Glendale-AZ-85308/7948489_zpid/,-112.145,33.6503,400.324,,,1,,,1558,rental,1150,open,,,2015-08-14,Deer Valley,307,PH
"1607 S 79th Ln, Phoenix, AZ 85043",3,2,1685,zillow_ph,http://www.zillow.com/homedetails/1607-S-79th-Ln-Phoenix-AZ-85043/59271861_zpid/,-112.23,33.4331,308.744,,,1,,,1561,rental,1075,open,,,2015-08-14,Estrella,157,PH
"6032 S 22nd Dr, Phoenix, AZ 85041",3,2,1259,zillow_ph,http://www.zillow.com/homedetails/6032-S-22nd-Dr-Phoenix-AZ-85041/59272682_zpid/,-112.107,33.3907,329.184,,,1,,,1562,rental,1095,open,,,2015-08-14,South Mountain,151,PH
"2520 E Marilyn Rd, Phoenix, AZ 85032",3,2,1080,zillow_ph,http://www.zillow.com/homedetails/2520-E-Marilyn-Rd-Phoenix-AZ-85032/8013736_zpid/,-112.027,33.6206,444.15,,,1,,,1563,rental,1150,open,,,2015-08-15,Paradise Valley,288,PH
"16634 S 28th Pl, Phoenix, AZ 85048",4,3,2340,zillow_ph,http://www.zillow.com/homedetails/16634-S-28th-Pl-Phoenix-AZ-85048/8158833_zpid/,-112.022,33.2937,363.143,,,1,,,1564,rental,1750,open,,,2015-08-15,Ahwatukee Foothills 0,274,PH
"34806 N 31st Ave, Anthem, AZ 85086",3,2,1642,zillow_ph,http://www.zillow.com/homedetails/34806-N-31st-Ave-Anthem-AZ-85086/60981112_zpid/,-112.126,33.8009,515.153,,,1,,,1565,rental,1300,open,,,2015-08-15,North Gateway,219,PH
"3509 E Rockledge Rd, Phoenix, AZ 85044",4,2,2308,zillow_ph,http://www.zillow.com/homedetails/3509-E-Rockledge-Rd-Phoenix-AZ-85044/8161785_zpid/,-112.008,33.3126,392.955,,,1,,,1566,rental,2075,open,,,2015-08-15,Ahwatukee Foothills 0,274,PH
"2942 W Montebello Ave, Phoenix, AZ 85017",3,2,1407,zillow_ph,http://www.zillow.com/homedetails/2942-W-Montebello-Ave-Phoenix-AZ-85017/7762917_zpid/,-112.123,33.5206,353.727,,,1,,,1567,rental,999,open,,,2015-08-16,Alahambra,201,PH
"17633 N 35th Way, Phoenix, AZ 85032",3,2,1661,zillow_ph,http://www.zillow.com/homedetails/17633-N-35th-Way-Phoenix-AZ-85032/7998295_zpid/,-112.003,33.6465,449.396,,,1,,,1568,rental,1100,open,,,2015-08-16,Paradise Valley,288,PH
"2035 N 64th Ln, Phoenix, AZ 85035",3,2,1280,zillow_ph,http://www.zillow.com/homedetails/2035-N-64th-Ln-Phoenix-AZ-85035/7490712_zpid/,-112.198,33.4708,325.186,,,1,,,1569,rental,875,open,,,2015-08-17,Maryvale,208,PH
"3028 N 48th Ave, Phoenix, AZ 85031",3,2,1884,zillow_ph,http://www.zillow.com/homedetails/3028-N-48th-Ave-Phoenix-AZ-85031/7510176_zpid/,-112.162,33.4834,332.216,,,1,,,1570,rental,940,open,,,2015-08-17,Maryvale,208,PH
"26704 N Babbling Brook Dr, Phoenix, AZ 85083",3,2,1661,zillow_ph,http://www.zillow.com/homedetails/26704-N-Babbling-Brook-Dr-Phoenix-AZ-85083/82823553_zpid/,-112.174,33.7262,449.979,,,1,,,1571,rental,1375,open,,,2015-08-17,Deer Valley,307,PH
"3121 W Roberta Dr, Phoenix, AZ 85083",4,2,1919,zillow_ph,http://www.zillow.com/homedetails/3121-W-Roberta-Dr-Phoenix-AZ-85083/55265072_zpid/,-112.127,33.7426,459.865,,,1,,,1576,rental,1400,open,,,2015-08-18,Deer Valley,307,PH
"6220 S 20th Gln, Phoenix, AZ 85041",3,2,1496,zillow_ph,http://www.zillow.com/homedetails/6220-S-20th-Gln-Phoenix-AZ-85041/2137405100_zpid/,-112.103,33.3897,331.065,,,1,,,1577,rental,1250,open,,,2015-08-18,South Mountain,151,PH
"4047 E Windrose Dr, Phoenix, AZ 85032",3,2,1248,zillow_ph,http://www.zillow.com/homedetails/4047-E-Windrose-Dr-Phoenix-AZ-85032/7825063_zpid/,-111.994,33.602,424.183,,,1,,,1578,rental,1175,open,,,2015-08-18,Paradise Valley,288,PH
"15239 N 10th Pl, Phoenix, AZ 85022",4,3,3572,zillow_ph,http://www.zillow.com/homedetails/15239-N-10th-Pl-Phoenix-AZ-85022/8008545_zpid/,-112.059,33.625,441.421,,,1,,,1579,rental,2500,open,,,2015-08-18,North Mountain,176,PH
"15801 N 29th St, Phoenix, AZ 85032",2,2,1121,zillow_ph,http://www.zillow.com/homedetails/15801-N-29th-St-Phoenix-AZ-85032/2111784420_zpid/,-112.018,33.6301,438.504,,,1,,,1581,rental,850,open,,,2015-08-18,Paradise Valley,288,PH
"6624 S 19th Pl, Phoenix, AZ 85042",3,2,1867,zillow_ph,http://www.zillow.com/homedetails/6624-S-19th-Pl-Phoenix-AZ-85042/35964556_zpid/,-112.039,33.3862,348.726,,,1,,,1583,rental,1295,open,,,2015-08-19,South Mountain,151,PH
"6836 S 8th Dr, Phoenix, AZ 85041",3,2,1560,zillow_ph,http://www.zillow.com/homedetails/6836-S-8th-Dr-Phoenix-AZ-85041/81979614_zpid/,-112.084,33.384,344.396,,,1,,,1584,rental,1200,open,,,2015-08-19,South Mountain,151,PH
"2327 W Avalon Dr, Phoenix, AZ 85015",3,1,1160,zillow_ph,http://www.zillow.com/homedetails/2327-W-Avalon-Dr-Phoenix-AZ-85015/7518997_zpid/,-112.11,33.4833,336.518,,,1,,,1585,rental,750,open,,,2015-08-19,Encanto,314,PH
"22212 N 29th Dr, Phoenix, AZ 85027",3,2,1529,zillow_ph,http://www.zillow.com/homedetails/22212-N-29th-Dr-Phoenix-AZ-85027/55265383_zpid/,-112.122,33.688,425.302,,,1,,,1587,rental,1050,open,,,2015-08-21,Deer Valley,307,PH
"13624 N 44th Pl, Phoenix, AZ 85032",3,2,1468,zillow_ph,http://www.zillow.com/homedetails/13624-N-44th-Pl-Phoenix-AZ-85032/7822835_zpid/,-111.986,33.6107,429.627,,,1,,,1588,rental,1575,open,,,2015-08-21,Paradise Valley,288,PH
"2215 N 94th Ave, Phoenix, AZ 85037",4,2,3050,zillow_ph,http://www.zillow.com/homedetails/2215-N-94th-Ave-Phoenix-AZ-85037/67762938_zpid/,-112.262,33.4724,312.075,,,1,,,1589,rental,1950,open,,,2015-08-21,Maryvale,208,PH
"9847 S 46th St, Phoenix, AZ 85044",4,2,1400,zillow_ph,http://www.zillow.com/homedetails/9847-S-46th-St-Phoenix-AZ-85044/8142395_zpid/,-111.982,33.3566,404.578,,,1,,,1590,rental,1125,open,,,2015-08-21,Ahwatukee Foothills 0,274,PH
"3322 W Shumway Farm Rd, Phoenix, AZ 85041",3,2,1553,zillow_ph,http://www.zillow.com/homedetails/3322-W-Shumway-Farm-Rd-Phoenix-AZ-85041/59899338_zpid/,-112.131,33.3839,322.876,,,1,,,1591,rental,1050,open,,,2015-08-21,Laveen,158,PH
"4465 E Paradise Village Pkwy S, Phoenix, AZ 85032",2,2,1240,zillow_ph,http://www.zillow.com/homedetails/4465-E-Paradise-Village-Pkwy-S-Phoenix-AZ-85032/67805166_zpid/,-111.982,33.5955,419.952,,,1,,,1592,rental,1400,open,,,2015-08-21,Paradise Valley,288,PH
"1109 E Wong Way, Phoenix, AZ 85040",2,1,1000,zillow_ph,http://www.zillow.com/homedetails/1109-E-Wong-Way-Phoenix-AZ-85040/60977511_zpid/,-112.057,33.3938,339.724,,,1,,,1593,rental,795,open,,,2015-08-21,South Mountain,151,PH
"3327 W La Salle St, Phoenix, AZ 85041",4,2,1601,zillow_ph,http://www.zillow.com/homedetails/3327-W-La-Salle-St-Phoenix-AZ-85041/71605325_zpid/,-112.13,33.3967,316.433,,,1,,,1594,rental,1100,open,,,2015-08-21,Laveen,158,PH
"42323 N 46th Dr, Phoenix, AZ 85086",3,2,2293,zillow_ph,http://www.zillow.com/homedetails/42323-N-46th-Dr-Phoenix-AZ-85086/67774906_zpid/,-112.159,33.8694,570.353,,,1,,,1595,rental,1300,open,,,2015-08-21,New Village,249,PH
"5124 W Andrea Dr, Phoenix, AZ 85083",4,3,3813,zillow_ph,http://www.zillow.com/homedetails/5124-W-Andrea-Dr-Phoenix-AZ-85083/72292081_zpid/,-112.17,33.7266,451.348,,,1,,,1596,rental,2150,open,,,2015-08-21,Deer Valley,307,PH
"311 W Georgia Ave, Phoenix, AZ 85013",3,3,4000,zillow_ph,http://www.zillow.com/homedetails/311-W-Georgia-Ave-Phoenix-AZ-85013/7801750_zpid/,-112.079,33.5145,347.321,,,1,,,1597,rental,6000,open,,,2015-08-21,Alahambra,201,PH
"7724 N 14th St, Phoenix, AZ 85020",3,2,1803,zillow_ph,http://www.zillow.com/homedetails/7724-N-14th-St-Phoenix-AZ-85020/95150871_zpid/,-112.052,33.55,386.797,,,1,,,1598,rental,2500,open,,,2015-08-21,Camelback East,133,PH
"3836 E Mulberry Dr, Phoenix, AZ 85018",3,1,1007,zillow_ph,http://www.zillow.com/homedetails/3836-E-Mulberry-Dr-Phoenix-AZ-85018/7564450_zpid/,-111.998,33.487,363.525,,,1,,,1599,rental,995,open,,,2015-08-21,Camelback East,133,PH
"1805 W Straight Arrow Ln, Phoenix, AZ 85085",3,2,2214,zillow_ph,http://www.zillow.com/homedetails/1805-W-Straight-Arrow-Ln-Phoenix-AZ-85085/95176387_zpid/,-112.098,33.7333,473.322,,,1,,,1600,rental,2050,open,,,2015-08-21,North Gateway,219,PH
"24409 N 40th Ave, Glendale, AZ 85310",4,3,2723,zillow_ph,http://www.zillow.com/homedetails/24409-N-40th-Ave-Glendale-AZ-85310/7931443_zpid/,-112.145,33.7077,428.448,,,1,,,1601,rental,1950,open,,,2015-08-21,Deer Valley,307,PH
"3979 E Pollack St, Phoenix, AZ 85042",3,2,1458,zillow_ph,http://www.zillow.com/homedetails/3979-E-Pollack-St-Phoenix-AZ-85042/71599943_zpid/,-111.996,33.3804,362.844,,,1,,,1602,rental,1215,open,,,2015-08-21,South Mountain,151,PH
"25426 N Hackberry Dr, Phoenix, AZ 85083",5,3,3482,zillow_ph,http://www.zillow.com/homedetails/25426-N-Hackberry-Dr-Phoenix-AZ-85083/52426580_zpid/,-112.147,33.7168,429.627,,,1,,,1603,rental,1850,open,,,2015-08-21,Deer Valley,307,PH
"2315 E La Salle St, Phoenix, AZ 85040",4,2,3073,zillow_ph,http://www.zillow.com/homedetails/2315-E-La-Salle-St-Phoenix-AZ-85040/71612746_zpid/,-112.032,33.3974,339.732,,,1,,,1604,rental,1550,open,,,2015-08-21,South Mountain,151,PH
"2725 W Redwood Ln, Phoenix, AZ 85045",5,3,3152,zillow_ph,http://www.zillow.com/homedetails/2725-W-Redwood-Ln-Phoenix-AZ-85045/59265629_zpid/,-112.119,33.2923,336.955,,,1,,,1605,rental,1995,open,,,2015-08-22,Ahwatukee Foothills 0,274,PH
"2407 W Via Dona Rd, Phoenix, AZ 85085",4,2,2232,zillow_ph,http://www.zillow.com/homedetails/2407-W-Via-Dona-Rd-Phoenix-AZ-85085/67791440_zpid/,-112.11,33.7405,462.685,,,1,,,1608,rental,1495,open,,,2015-08-22,Deer Valley,307,PH
"4607 E Cheyenne Dr, Phoenix, AZ 85044",2,2,1200,zillow_ph,http://www.zillow.com/homedetails/4607-E-Cheyenne-Dr-Phoenix-AZ-85044/8149685_zpid/,-111.984,33.3476,394.889,,,1,,,1609,rental,1200,open,,,2015-08-22,Ahwatukee Foothills 0,274,PH
"1656 E Mitchell Dr, Phoenix, AZ 85016",2,1,757,zillow_ph,http://www.zillow.com/homedetails/1656-E-Mitchell-Dr-Phoenix-AZ-85016/7540514_zpid/,-112.045,33.4891,343.449,,,1,,,1610,rental,700,open,,,2015-08-23,Encanto,314,PH
"1323 W Morrow Dr, Phoenix, AZ 85027",3,1,1417,zillow_ph,http://www.zillow.com/homedetails/1323-W-Morrow-Dr-Phoenix-AZ-85027/7969023_zpid/,-112.088,33.6569,424.663,,,1,,,1770,rental,895,open,,,2012-02-22,Deer Valley,307,PH
"4416 E Amberwood Dr, Phoenix, AZ 85048",3,2,1300,zillow_ph,http://www.zillow.com/homedetails/4416-E-Amberwood-Dr-Phoenix-AZ-85048/8158645_zpid/,-111.988,33.2999,363.892,,,1,,,1771,rental,1095,open,,,2012-04-19,Ahwatukee Foothills 0,274,PH
"3716 W Mescal St, Phoenix, AZ 85029",3,2,1821,zillow_ph,http://www.zillow.com/homedetails/3716-W-Mescal-St-Phoenix-AZ-85029/7743646_zpid/,-112.139,33.5862,378.431,,,1,,,1772,rental,1050,open,,,2012-04-21,North Mountain,176,PH
"512 N 53rd St, Phoenix, AZ 85008",2,2,850,zillow_ph,http://www.zillow.com/homedetails/512-N-53rd-St-Phoenix-AZ-85008/2116156042_zpid/,-111.968,33.454,368.957,,,1,,,1774,rental,595,open,,,2012-10-26,Camelback East,133,PH
"2219 N 92nd Dl, Phoenix, AZ 85037",3,2,1430,zillow_ph,http://www.zillow.com/homedetails/2219-N-92nd-Dl-Phoenix-AZ-85037/2130009698_zpid/,-112.26,33.4743,313.12,,,1,,,1777,rental,900,open,,,2013-04-08,Maryvale,208,PH
"E Paradise Ln Scottsdale, AZ 85254",4,3,2616,zillow_ph,http://www.zillow.com/homedetails/E-Paradise-Ln-Scottsdale-AZ-85254/2106483830_zpid/,-111.952,33.6332,450.253,,,1,,,1779,rental,6500,open,,,2014-06-13,Paradise Valley,288,PH
"7234 S 40th Ave, Phoenix, AZ 85041",3,2,2061,zillow_ph,http://www.zillow.com/homedetails/7234-S-40th-Ave-Phoenix-AZ-85041/2114092127_zpid/,-112.145,33.3805,317.944,,,1,,,1781,rental,1095,open,,,2014-07-04,Laveen,158,PH
"6901 S Central Ave Mobile Home, Phoenix, AZ 85042",2,1,1500,zillow_ph,http://www.zillow.com/homedetails/6901-S-Central-Ave-Mobile-Home-Phoenix-AZ-85042/2103266906_zpid/,-112.036,33.3763,366.105,,,1,,,1783,rental,750,open,,,2015-02-20,South Mountain,151,PH
"W Soft Wind Dr Glendale, AZ 85310",3,2,1951,zillow_ph,http://www.zillow.com/homedetails/W-Soft-Wind-Dr-Glendale-AZ-85310/2103020237_zpid/,-112.169,33.7025,425.075,,,1,,,1784,rental,3000,open,,,2015-03-13,Deer Valley,307,PH
"1015 E Meadowbrook Ave, Phoenix, AZ 85014",2,1,1100,zillow_ph,http://www.zillow.com/homedetails/1015-E-Meadowbrook-Ave-Phoenix-AZ-85014/7769425_zpid/,-112.06,33.5035,344.506,,,1,,,1786,rental,730,open,,,2015-07-06,Camelback East,133,PH
"E Sheridan St Phoenix, AZ 85008",3,1,900,zillow_ph,http://www.zillow.com/homedetails/E-Sheridan-St-Phoenix-AZ-85008/2139260574_zpid/,-112.016,33.4749,349.76,,,1,,,1787,rental,1000,open,,,2015-08-24,Camelback East,133,PH
"5801 W Osborn Road Sold, Phoenix, AZ 85031",3,2,1482,zillow_ph,http://www.zillow.com/homedetails/5801-W-Osborn-Road-Sold-Phoenix-AZ-85031/2101309151_zpid/,-112.161,33.4968,341.357,,,1,,,1788,rental,900,open,,,2015-08-25,Maryvale,208,PH
"212 W Roma Ave, Phoenix, AZ 85013",3,2,1500,zillow_ph,http://www.zillow.com/homedetails/212-W-Roma-Ave-Phoenix-AZ-85013/7770131_zpid/,-112.077,33.5014,342.215,,,1,,,1789,rental,1395,open,,,2015-08-25,Encanto,314,PH
"W Diana Ave Phoenix, AZ 85051",3,2,1113,zillow_ph,http://www.zillow.com/homedetails/W-Diana-Ave-Phoenix-AZ-85051/2121410476_zpid/,-112.135,33.5625,370.052,,,1,,,1790,rental,975,open,,,2015-08-25,North Mountain,176,PH
"W Campbell Ave Phoenix, AZ 85015",3,3,2082,zillow_ph,http://www.zillow.com/homedetails/W-Campbell-Ave-Phoenix-AZ-85015/2103130884_zpid/,-112.102,33.5025,343.319,,,1,,,2276,rental,2000,open,,,2015-06-18,Alahambra,201,PH
"3215 E Flower St, Phoenix, AZ 85018",4,4,2134,zillow_ph,http://www.zillow.com/homedetails/3215-E-Flower-St-Phoenix-AZ-85018/81986845_zpid/,-112.012,33.4855,356.952,,,1,,,2277,rental,2300,open,,,2015-07-01,Camelback East,133,PH
"5428 W Hobby Horse Dr, Phoenix, AZ 85083",3,3,1909,zillow_ph,http://www.zillow.com/homedetails/5428-W-Hobby-Horse-Dr-Phoenix-AZ-85083/89222254_zpid/,-112.175,33.7183,437.89,,,1,,,2282,rental,1495,open,,,2015-08-23,Deer Valley,307,PH
"3313 E Topeka Dr, Phoenix, AZ 85050",3,2,1633,zillow_ph,http://www.zillow.com/homedetails/3313-E-Topeka-Dr-Phoenix-AZ-85050/7993006_zpid/,-112.011,33.6602,456.937,,,1,,,2284,rental,1450,open,,,2015-08-24,Paradise Valley,288,PH
"7235 S 54th Dr, Laveen, AZ 85339",4,3,2361,zillow_ph,http://www.zillow.com/homedetails/7235-S-54th-Dr-Laveen-AZ-85339/71627963_zpid/,-112.175,33.3803,307.54,,,1,,,2285,rental,1175,open,,,2015-08-24,Laveen,158,PH
