,address,ypred,list,gain-loss,gain-loss%,url
7458284,"925 Washington St, Fairfield, CA 94533 ",284513.40625,290000,-5486.59375,-0.01891928879310345,https://www.zillow.com/homedetails/925-Washington-St-Fairfield-CA-94533/15644111_zpid/
682437,"9242 E Lobo Ave, Mesa, AZ 85209 ",239505.890625,245000,-5494.109375,-0.022424936224489822,https://www.zillow.com/homedetails/9242-E-Lobo-Ave-Mesa-AZ-85209/8285443_zpid/
869055,"25 N 119th Ave, Avondale, AZ 85323 ",284405.40625,289900,-5494.59375,-0.018953410658847925,https://www.zillow.com/homedetails/25-N-119th-Ave-Avondale-AZ-85323/55282248_zpid/
187080,"2833 E Redwood Ln, Phoenix, AZ 85048 ",343496.625,349000,-5503.375,-0.01576898280802297,https://www.zillow.com/homedetails/2833-E-Redwood-Ln-Phoenix-AZ-85048/8158766_zpid/
107688,"34845 N Bandolier Dr, Queen Creek, AZ 85142 ",209474.0625,215000,-5525.9375,-0.025702034883720914,http://www.zillow.com/homedetails/34845-N-Bandolier-Dr-Queen-Creek-AZ-85142/67436846_zpid
1040048,"4300 E Augusta Ave, Chandler, AZ 85249 ",264367.3125,269900,-5532.6875,-0.020499027417562043,https://www.zillow.com/homedetails/4300-E-Augusta-Ave-Chandler-AZ-85249/59257571_zpid/
1536148,"10540 E Coopers Hawk Dr, Sun Lakes, AZ 85248 ",229365.734375,234900,-5534.265625,-0.023560092060451288,https://www.zillow.com/homedetails/10540-E-Coopers-Hawk-Dr-Sun-Lakes-AZ-85248/8215115_zpid/
1697735,"14832 W Ravenswood Dr, Sun City West, AZ 85375 ",283963.875,289500,-5536.125,-0.019123056994818644,https://www.zillow.com/homedetails/14832-W-Ravenswood-Dr-Sun-City-West-AZ-85375/8117090_zpid/
379414,"11423 N 30th Ave, Phoenix, AZ 85029 ",209448.5625,215000,-5551.4375,-0.02582063953488367,https://www.zillow.com/homedetails/11423-N-30th-Ave-Phoenix-AZ-85029/7739901_zpid/
7473112,"2978 W Comstock Dr, Chandler, AZ 85224 ",339444.71875,345000,-5555.28125,-0.01610226449275365,https://www.zillow.com/homedetails/2978-W-Comstock-Dr-Chandler-AZ-85224/8192689_zpid/
251203,"3702 W Carol Ann Way, Phoenix, AZ 85053 ",191335.515625,196900,-5564.484375,-0.028260458989334714,https://www.zillow.com/homedetails/3702-W-Carol-Ann-Way-Phoenix-AZ-85053/7945970_zpid/
674610,"7864 E Mendoza Ave, Mesa, AZ 85209 ",243326.890625,248900,-5573.109375,-0.022390957713941395,https://www.zillow.com/homedetails/7864-E-Mendoza-Ave-Mesa-AZ-85209/8270202_zpid/
5384684,"6601 Miners Hope Dr, Las Vegas, NV 89108 ",184324.8125,189900,-5575.1875,-0.029358543970510742,https://www.zillow.com/homedetails/6601-Miners-Hope-Dr-Las-Vegas-NV-89108/6960256_zpid/
1186057,"311 W Eagle Ln, Gilbert, AZ 85233 ",263317.65625,268900,-5582.34375,-0.020759924693194542,https://www.zillow.com/homedetails/311-W-Eagle-Ln-Gilbert-AZ-85233/8180507_zpid/
1918183,"1512 Chaparral Summit Dr, Las Vegas, NV 89117 ",359407.71875,365000,-5592.28125,-0.01532131849315066,https://www.zillow.com/homedetails/1512-Chaparral-Summit-Dr-Las-Vegas-NV-89117/7109967_zpid/
7434044,"12223 SE Bybee Blvd, Portland, OR 97236 ",344288.25,349900,-5611.75,-0.0160381537582166,https://www.zillow.com/homedetails/12223-SE-Bybee-Blvd-Portland-OR-97236/53879969_zpid/
7446413,"708 Phanor Dr, Richmond, CA 94806 ",244385.390625,250000,-5614.609375,-0.022458437499999984,https://www.zillow.com/homedetails/708-Phanor-Dr-Richmond-CA-94806/18506092_zpid/
590232,"11521 E Segura Ave, Mesa, AZ 85212 ",229384.484375,235000,-5615.515625,-0.023895811170212777,https://www.zillow.com/homedetails/11521-E-Segura-Ave-Mesa-AZ-85212/71617195_zpid/
7444337,"16825 N 18th Pl, Phoenix, AZ 85022 ",223377.421875,229000,-5622.578125,-0.02455274290393017,https://www.zillow.com/homedetails/16825-N-18th-Pl-Phoenix-AZ-85022/2095024044_zpid/
350009,"18518 N 20th Pl, Phoenix, AZ 85022 ",219359.828125,225000,-5640.171875,-0.025067430555555603,https://www.zillow.com/homedetails/18518-N-20th-Pl-Phoenix-AZ-85022/61629214_zpid/
1229353,"3851 E Stanford Ave, Gilbert, AZ 85234 ",229357.234375,235000,-5642.765625,-0.024011768617021256,https://www.zillow.com/homedetails/3851-E-Stanford-Ave-Gilbert-AZ-85234/8231872_zpid/
435846,"12401 W Lewis Ave, Avondale, AZ 85392 ",344321.03125,350000,-5678.96875,-0.01622562500000002,https://www.zillow.com/homedetails/12401-W-Lewis-Ave-Avondale-AZ-85392/8301751_zpid/
414834,"6606 W Desert Hills Dr, Glendale, AZ 85304 ",219319.109375,225000,-5680.890625,-0.025248402777777734,https://www.zillow.com/homedetails/6606-W-Desert-Hills-Dr-Glendale-AZ-85304/63200862_zpid/
7436381,"22016 N Dusty Boulevard Trl, Sun City West, AZ 85375 ",374317.3125,380000,-5682.6875,-0.014954440789473722,https://www.zillow.com/homedetails/22016-N-Dusty-Boulevard-Trl-Sun-City-West-AZ-85375/2095091050_zpid/
3175019,"2480 S Wolff St, Denver, CO 80219 ",361290.21875,367000,-5709.78125,-0.015557987057220668,https://www.zillow.com/homedetails/2480-S-Wolff-St-Denver-CO-80219/13382600_zpid/
7452717,"5030 S 246TH Ln, Buckeye, AZ 85326 ",173161.84375,178900,-5738.15625,-0.03207465762996087,https://www.zillow.com/homedetails/5030-S-246TH-Ln-Buckeye-AZ-85326/95081180_zpid/
292206,"4202 N 36th St, Phoenix, AZ 85018 ",254216.6875,260000,-5783.3125,-0.02224350961538457,https://www.zillow.com/homedetails/4202-N-36th-St-Phoenix-AZ-85018/7834567_zpid/
7465855,"1602 W Marlboro Dr, Chandler, AZ 85224 ",263212.15625,269000,-5787.84375,-0.021516147769516714,https://www.zillow.com/homedetails/1602-W-Marlboro-Dr-Chandler-AZ-85224/8176549_zpid/
224860,"1325 W Topeka Dr, Phoenix, AZ 85027 ",234200.203125,240000,-5799.796875,-0.02416582031250003,https://www.zillow.com/homedetails/1325-W-Topeka-Dr-Phoenix-AZ-85027/7971781_zpid/
7462133,"10931 N Ventana Dr W, Sun City, AZ 85373 ",243199.90625,249000,-5800.09375,-0.023293549196787167,https://www.zillow.com/homedetails/10931-N-Ventana-Dr-W-Sun-City-AZ-85373/2094849904_zpid/
2081583,"9001 SW 9th Dr, Portland, OR 97219 ",264093.34375,269900,-5806.65625,-0.021514102445350125,https://www.zillow.com/homedetails/9001-SW-9th-Dr-Portland-OR-97219/53920808_zpid/
3561059,"9913 Camino Loma Verde Ave, Las Vegas, NV 89117 ",228971.46875,234788,-5816.53125,-0.024773545709320777,https://www.zillow.com/homedetails/9913-Camino-Loma-Verde-Ave-Las-Vegas-NV-89117/7110121_zpid/
7444770,"11252 S Pewaukee St, Phoenix, AZ 85044 ",284080.0,289900,-5820.0,-0.020075888237323203,https://www.zillow.com/homedetails/11252-S-Pewaukee-St-Phoenix-AZ-85044/8257828_zpid/
1550967,"26630 S Trevino Dr, Sun Lakes, AZ 85248 ",234070.046875,239900,-5829.953125,-0.024301597019591448,https://www.zillow.com/homedetails/26630-S-Trevino-Dr-Sun-Lakes-AZ-85248/8219907_zpid/
7440421,"710 E Boca Raton Rd UNIT 2, Phoenix, AZ 85022 ",290880.09375,296713,-5832.90625,-0.019658411495283357,https://www.zillow.com/homedetails/710-E-Boca-Raton-Rd-UNIT-2-Phoenix-AZ-85022/2095285503_zpid/
7453782,"11345 E Peterson Ave, Mesa, AZ 85212 ",276642.6875,282500,-5857.3125,-0.02073384955752211,https://www.zillow.com/homedetails/11345-E-Peterson-Ave-Mesa-AZ-85212/52434646_zpid/
7449900,"11149 W Sheridan St, Avondale, AZ 85392 ",273137.6875,279000,-5862.3125,-0.02101187275985661,https://www.zillow.com/homedetails/11149-W-Sheridan-St-Avondale-AZ-85392/54466001_zpid/
1920975,"9572 Aspen Glow Dr, Las Vegas, NV 89134 ",354030.6875,359900,-5869.3125,-0.01630817588218947,https://www.zillow.com/homedetails/9572-Aspen-Glow-Dr-Las-Vegas-NV-89134/6945515_zpid/
1357853,"7784 N 56th Ln, Glendale, AZ 85301 ",214129.609375,219999,-5869.390625,-0.02667916956440708,https://www.zillow.com/homedetails/7784-N-56th-Ln-Glendale-AZ-85301/62728711_zpid/
1257030,"1888 E Megan St, Gilbert, AZ 85295 ",268116.75,274000,-5883.25,-0.021471715328467145,https://www.zillow.com/homedetails/1888-E-Megan-St-Gilbert-AZ-85295/55276092_zpid/
1305827,"1776 E Lafayette Ct, Gilbert, AZ 85298 ",274112.0625,280000,-5887.9375,-0.021028348214285675,https://www.zillow.com/homedetails/1776-E-Lafayette-Ct-Gilbert-AZ-85298/95101424_zpid/
1938968,"5196 W Lake Mead Blvd, Las Vegas, NV 89108 ",269094.65625,274999,-5904.34375,-0.021470418983341788,https://www.zillow.com/homedetails/5196-W-Lake-Mead-Blvd-Las-Vegas-NV-89108/6956462_zpid/
309597,"42002 N Celebration Ct, Anthem, AZ 85086 ",293979.75,299900,-5920.25,-0.01974074691563854,https://www.zillow.com/homedetails/42002-N-Celebration-Ct-Anthem-AZ-85086/62730008_zpid/
869271,"2622 S 110th Dr, Avondale, AZ 85323 ",199049.640625,205000,-5950.359375,-0.029026143292682938,https://www.zillow.com/homedetails/2622-S-110th-Dr-Avondale-AZ-85323/60046458_zpid/
3627162,"10623 Shiny Skies Dr, Las Vegas, NV 89129 ",223906.84375,229900,-5993.15625,-0.02606853523270991,https://www.zillow.com/homedetails/10623-Shiny-Skies-Dr-Las-Vegas-NV-89129/121360773_zpid/
7445991,"901 S Scallop Dr, Gilbert, AZ 85233 ",313906.15625,319900,-5993.84375,-0.01873661691153483,https://www.zillow.com/homedetails/901-S-Scallop-Dr-Gilbert-AZ-85233/8181282_zpid/
7414060,"2040 N 72nd Ln, Phoenix, AZ 85035 ",193997.96875,200000,-6002.03125,-0.03001015625000003,https://www.zillow.com/homedetails/2040-N-72nd-Ln-Phoenix-AZ-85035/2095313780_zpid/
1917440,"14003 Overbrook Ln, Houston, TX 77077 ",258985.0625,265000,-6014.9375,-0.022697877358490604,https://www.zillow.com/homedetails/14003-Overbrook-Ln-Houston-TX-77077/28220168_zpid/
1041457,"4564 E Runaway Bay Dr, Chandler, AZ 85249 ",298979.46875,305000,-6020.53125,-0.01973944672131145,https://www.zillow.com/homedetails/4564-E-Runaway-Bay-Dr-Chandler-AZ-85249/59257854_zpid/
7460925,"354 Arizona St, Fairfield, CA 94533 ",303972.6875,310000,-6027.3125,-0.01944294354838705,https://www.zillow.com/homedetails/354-Arizona-St-Fairfield-CA-94533/15643622_zpid/
7451978,"1316 Louis Dr, Antioch, CA 94509 ",313956.0,320000,-6044.0,-0.018887499999999946,https://www.zillow.com/homedetails/1316-Louis-Dr-Antioch-CA-94509/18305349_zpid/
365739,"30643 N 43rd Pl, Cave Creek, AZ 85331 ",323955.53125,330000,-6044.46875,-0.018316571969696938,https://www.zillow.com/homedetails/30643-N-43rd-Pl-Cave-Creek-AZ-85331/7979148_zpid/
1932532,"3101 Endeavor Ct, Las Vegas, NV 89134 ",222954.640625,229000,-6045.359375,-0.026398949235807878,https://www.zillow.com/homedetails/3101-Endeavor-Ct-Las-Vegas-NV-89134/6940593_zpid/
1923801,"9612 Beach Water Cir, Las Vegas, NV 89117 ",393747.5,399800,-6052.5,-0.015138819409704851,https://www.zillow.com/homedetails/9612-Beach-Water-Cir-Las-Vegas-NV-89117/7114096_zpid/
1026779,"2024 E Winged Foot Dr, Chandler, AZ 85249 ",393882.9375,399995,-6112.0625,-0.015280347254340687,https://www.zillow.com/homedetails/2024-E-Winged-Foot-Dr-Chandler-AZ-85249/52432371_zpid/
1697757,"14837 W Carbine Way, Sun City West, AZ 85375 ",233781.90625,239900,-6118.09375,-0.025502683409754034,https://www.zillow.com/homedetails/14837-W-Carbine-Way-Sun-City-West-AZ-85375/8123510_zpid/
5287700,"20 Carita Ct, Watsonville, CA 95076 ",263870.0,270000,-6130.0,-0.02270370370370367,https://www.zillow.com/homedetails/20-Carita-Ct-Watsonville-CA-95076/16116665_zpid/
926459,"23685 W Grove St, Buckeye, AZ 85326 ",170609.3125,176750,-6140.6875,-0.03474222065063648,https://www.zillow.com/homedetails/23685-W-Grove-St-Buckeye-AZ-85326/82778536_zpid/
7490495,"4108 S Emery, Mesa, AZ 85212 ",333754.125,339900,-6145.875,-0.018081421006178267,https://www.zillow.com/homedetails/4108-S-Emery-Mesa-AZ-85212/59264172_zpid/
235438,"2833 W Wagoner Rd, Phoenix, AZ 85053 ",190837.5,197000,-6162.5,-0.031281725888324896,https://www.zillow.com/homedetails/2833-W-Wagoner-Rd-Phoenix-AZ-85053/7941077_zpid/
7442768,"390 W San Remo St, Gilbert, AZ 85233 ",223837.0,230000,-6163.0,-0.026795652173912998,https://www.zillow.com/homedetails/390-W-San-Remo-St-Gilbert-AZ-85233/8173459_zpid/
7447450,"9083 Drummer Bay Ave, Las Vegas, NV 89149 ",262330.59375,268500,-6169.40625,-0.022977304469273707,https://www.zillow.com/homedetails/9083-Drummer-Bay-Ave-Las-Vegas-NV-89149/2094986751_zpid/
3492999,"6464 Sapphire St, Las Vegas, NV 89108 ",83813.046875,90000,-6186.953125,-0.06874392361111115,https://www.zillow.com/homedetails/6464-Sapphire-St-Las-Vegas-NV-89108/81824305_zpid/
446161,"4729 N 111th Ln, Phoenix, AZ 85037 ",193683.109375,199900,-6216.890625,-0.031100003126563247,https://www.zillow.com/homedetails/4729-N-111th-Ln-Phoenix-AZ-85037/81966234_zpid/
7463066,"2314 E Claire Dr, Phoenix, AZ 85022 ",201243.625,207500,-6256.375,-0.030151204819277133,https://www.zillow.com/homedetails/2314-E-Claire-Dr-Phoenix-AZ-85022/8014012_zpid/
235348,"15240 S 40th Pl, Phoenix, AZ 85044 ",343637.96875,349900,-6262.03125,-0.01789663118033724,https://www.zillow.com/homedetails/15240-S-40th-Pl-Phoenix-AZ-85044/8260286_zpid/
349035,"1822 E Hearn Rd, Phoenix, AZ 85022 ",358602.8125,364900,-6297.1875,-0.0172572965195944,https://www.zillow.com/homedetails/1822-E-Hearn-Rd-Phoenix-AZ-85022/8010010_zpid/
1254477,"1663 S Parkcrest St, Gilbert, AZ 85295 ",261698.3125,268000,-6301.6875,-0.023513759328358197,https://www.zillow.com/homedetails/1663-S-Parkcrest-St-Gilbert-AZ-85295/81980314_zpid/
7452020,"8800 W Lone Mountain Rd, Las Vegas, NV 89129 ",388662.25,395000,-6337.75,-0.016044936708860758,https://www.zillow.com/homedetails/8800-W-Lone-Mountain-Rd-Las-Vegas-NV-89129/6899243_zpid/
3647686,"2701 Sungold Dr, Las Vegas, NV 89134 ",217557.859375,223900,-6342.140625,-0.028325773224653905,https://www.zillow.com/homedetails/2701-Sungold-Dr-Las-Vegas-NV-89134/6941266_zpid/
7417126,"3610 SE 107th Ave, Portland, OR 97266 ",303542.96875,309900,-6357.03125,-0.02051316957082927,https://www.zillow.com/homedetails/3610-SE-107th-Ave-Portland-OR-97266/2095257686_zpid/
7413224,"10408 E Durant Dr, Mesa, AZ 85212 ",278616.46875,284990,-6373.53125,-0.022364052247447308,https://www.zillow.com/homedetails/10408-E-Durant-Dr-Mesa-AZ-85212/125119183_zpid/
7428704,"6516 E Halifax Dr, Mesa, AZ 85205 ",286107.53125,292500,-6392.46875,-0.021854594017093998,https://www.zillow.com/homedetails/6516-E-Halifax-Dr-Mesa-AZ-85205/7668541_zpid/
3486902,"2720 Mickey Mantle Ct, Las Vegas, NV 89108 ",253599.765625,260000,-6400.234375,-0.024616286057692283,https://www.zillow.com/homedetails/2720-Mickey-Mantle-Ct-Las-Vegas-NV-89108/123490052_zpid/
7427639,"901 W Piute Ave, Phoenix, AZ 85027 ",232596.5625,239000,-6403.4375,-0.026792625523012537,https://www.zillow.com/homedetails/901-W-Piute-Ave-Phoenix-AZ-85027/7971989_zpid/
300333,"4623 N 24th Pl, Phoenix, AZ 85016 ",368492.34375,374900,-6407.65625,-0.017091641104294508,https://www.zillow.com/homedetails/4623-N-24th-Pl-Phoenix-AZ-85016/7803623_zpid/
1113149,"1516 W Los Arboles Pl, Chandler, AZ 85224 ",238582.515625,245000,-6417.484375,-0.026193813775510222,https://www.zillow.com/homedetails/1516-W-Los-Arboles-Pl-Chandler-AZ-85224/8199592_zpid/
7462654,"12010 W Rio Vista Ln, Avondale, AZ 85323 ",223766.25,230187,-6420.75,-0.027893625617432805,https://www.zillow.com/homedetails/12010-W-Rio-Vista-Ln-Avondale-AZ-85323/95186058_zpid/
7427731,"3463 E Powell Way, Gilbert, AZ 85298 ",298550.375,305000,-6449.625,-0.021146311475409796,https://www.zillow.com/homedetails/3463-E-Powell-Way-Gilbert-AZ-85298/59261293_zpid/
7433637,"1551 W Marlin Dr, Chandler, AZ 85286 ",296249.96875,302710,-6460.03125,-0.021340660202834427,https://www.zillow.com/homedetails/1551-W-Marlin-Dr-Chandler-AZ-85286/2095120768_zpid/
3641531,"5717 Grand Entries Dr, Las Vegas, NV 89130 ",175525.640625,182000,-6474.359375,-0.035573403159340655,https://www.zillow.com/homedetails/5717-Grand-Entries-Dr-Las-Vegas-NV-89130/6897529_zpid/
300815,"5347 N Las Casitas Pl, Phoenix, AZ 85016 ",248522.109375,255000,-6477.890625,-0.02540349264705888,https://www.zillow.com/homedetails/5347-N-Las-Casitas-Pl-Phoenix-AZ-85016/7809301_zpid/
310033,"42708 N Livingstone Way, Anthem, AZ 85086 ",286514.25,293000,-6485.75,-0.02213566552901025,https://www.zillow.com/homedetails/42708-N-Livingstone-Way-Anthem-AZ-85086/59269036_zpid/
7470655,"1531 E Harvard Ave, Gilbert, AZ 85234 ",311487.3125,318000,-6512.6875,-0.020480149371069234,https://www.zillow.com/homedetails/1531-E-Harvard-Ave-Gilbert-AZ-85234/8271425_zpid/
7420512,"1365 Ivy St, Denver, CO 80220 ",213346.0625,219900,-6553.9375,-0.029804172351068692,https://www.zillow.com/homedetails/1365-Ivy-St-Denver-CO-80220/13390129_zpid/
2004440,"190 Brookdale Dr, Vacaville, CA 95687 ",348406.21875,355000,-6593.78125,-0.018574031690140824,https://www.zillow.com/homedetails/190-Brookdale-Dr-Vacaville-CA-95687/15710773_zpid/
7472032,"6729 SE 131st Pl, Portland, OR 97236 ",262387.34375,269000,-6612.65625,-0.024582365241635706,https://www.zillow.com/homedetails/6729-SE-131st-Pl-Portland-OR-97236/53908967_zpid/
7434405,"14026 W Pavillion Dr, Sun City West, AZ 85375 ",218276.171875,224900,-6623.828125,-0.029452326033792775,https://www.zillow.com/homedetails/14026-W-Pavillion-Dr-Sun-City-West-AZ-85375/8117524_zpid/
933852,"25575 W St Kateri Dr, Buckeye, AZ 85326 ",180872.875,187500,-6627.125,-0.03534466666666669,https://www.zillow.com/homedetails/25575-W-St-Kateri-Dr-Buckeye-AZ-85326/81985865_zpid/
7409338,"5211 E Half Moon Dr, Phoenix, AZ 85044 ",213257.515625,219900,-6642.484375,-0.03020684117780814,https://www.zillow.com/homedetails/5211-E-Half-Moon-Dr-Phoenix-AZ-85044/8148665_zpid/
1037334,"3899 E Peach Tree Dr, Chandler, AZ 85249 ",303356.40625,310000,-6643.59375,-0.02143094758064512,https://www.zillow.com/homedetails/3899-E-Peach-Tree-Dr-Chandler-AZ-85249/60989615_zpid/
1052288,"854 E Torrey Pines Pl, Chandler, AZ 85249 ",382337.84375,389000,-6662.15625,-0.017126365681233935,https://www.zillow.com/homedetails/854-E-Torrey-Pines-Pl-Chandler-AZ-85249/60986467_zpid/
7484922,"754 S Los Alamos, Mesa, AZ 85204 ",223335.046875,230000,-6664.953125,-0.02897805706521739,https://www.zillow.com/homedetails/754-S-Los-Alamos-Mesa-AZ-85204/7646066_zpid/
7445794,"1900 Tennessee St, Vallejo, CA 94590 ",378322.21875,385000,-6677.78125,-0.017344886363636403,https://www.zillow.com/homedetails/1900-Tennessee-St-Vallejo-CA-94590/15658543_zpid/
7471671,"315 Colonial Cir, Vacaville, CA 95687 ",303318.96875,310000,-6681.03125,-0.021551713709677456,https://www.zillow.com/homedetails/315-Colonial-Cir-Vacaville-CA-95687/15718626_zpid/
7413230,"162 N Sandal, Mesa, AZ 85205 ",229595.59375,236290,-6694.40625,-0.02833131427483182,https://www.zillow.com/homedetails/162-N-Sandal-Mesa-AZ-85205/2095321050_zpid/
7456530,"8133 W Pueblo Ave, Phoenix, AZ 85043 ",193176.5625,199900,-6723.4375,-0.03363400450225118,https://www.zillow.com/homedetails/8133-W-Pueblo-Ave-Phoenix-AZ-85043/95083521_zpid/
7470461,"20621 N 4th Ave, Phoenix, AZ 85027 ",228268.234375,235000,-6731.765625,-0.02864581117021281,https://www.zillow.com/homedetails/20621-N-4th-Ave-Phoenix-AZ-85027/7967367_zpid/
1912503,"6805 Waterhen Cir, Las Vegas, NV 89108 ",193261.234375,200000,-6738.765625,-0.03369382812499999,https://www.zillow.com/homedetails/6805-Waterhen-Cir-Las-Vegas-NV-89108/6930818_zpid/
6775271,"6225 Littlewater Ln, Las Vegas, NV 89108 ",189146.8125,195900,-6753.1875,-0.03447262633996939,https://www.zillow.com/homedetails/6225-Littlewater-Ln-Las-Vegas-NV-89108/6954772_zpid/
865697,"12230 W Calle Hermosa Ln, Avondale, AZ 85323 ",223232.296875,230000,-6767.703125,-0.029424796195652192,https://www.zillow.com/homedetails/12230-W-Calle-Hermosa-Ln-Avondale-AZ-85323/82386261_zpid/
191648,"2006 W Darrel Rd, Phoenix, AZ 85041 ",243069.453125,249900,-6830.546875,-0.0273331207482993,https://www.zillow.com/homedetails/2006-W-Darrel-Rd-Phoenix-AZ-85041/67781887_zpid/
200663,"6811 S 36th Dr, Phoenix, AZ 85041 ",206012.96875,212899,-6886.03125,-0.032344122095453676,https://www.zillow.com/homedetails/6811-S-36th-Dr-Phoenix-AZ-85041/62727887_zpid/
186193,"16829 S Blue Ct, Phoenix, AZ 85048 ",258113.546875,265000,-6886.453125,-0.025986615566037763,https://www.zillow.com/homedetails/16829-S-Blue-Ct-Phoenix-AZ-85048/50201008_zpid/
66306,"1527 E Bautista Rd, Gilbert, AZ 85297 ",272994.375,279900,-6905.625,-0.024671757770632352,https://www.zillow.com/homedetails/1527-E-Bautista-Rd-Gilbert-AZ-85297/67793114_zpid/
7438481,"3652 E Honeysuckle Dr, Chandler, AZ 85286 ",268072.59375,274990,-6917.40625,-0.025155119277064597,https://www.zillow.com/homedetails/3652-E-Honeysuckle-Dr-Chandler-AZ-85286/2096109716_zpid/
7434651,"3141 E Juanita Ave, Gilbert, AZ 85234 ",392581.59375,399500,-6918.40625,-0.0173176627033792,https://www.zillow.com/homedetails/3141-E-Juanita-Ave-Gilbert-AZ-85234/54939008_zpid/
4544837,"88 Madoline St, Pittsburg, CA 94565 ",317077.8125,324000,-6922.1875,-0.021364776234567895,https://www.zillow.com/homedetails/88-Madoline-St-Pittsburg-CA-94565/18324891_zpid/
7421188,"1371 Ivy St, Denver, CO 80220 ",307973.4375,314900,-6926.5625,-0.021996070181009797,https://www.zillow.com/homedetails/1371-Ivy-St-Denver-CO-80220/13390131_zpid/
198777,"5312 S 33rd Ave, Phoenix, AZ 85041 ",216924.9375,223900,-6975.0625,-0.031152579276462755,https://www.zillow.com/homedetails/5312-S-33rd-Ave-Phoenix-AZ-85041/68956982_zpid/
2336920,"13919 Sawmill Run Ln, Houston, TX 77044 ",333008.375,339990,-6981.625,-0.020534795141033513,https://www.zillow.com/homedetails/13919-Sawmill-Run-Ln-Houston-TX-77044/126281163_zpid/
7488961,"3033 W Zachary Dr, Phoenix, AZ 85027 ",213008.03125,220000,-6991.96875,-0.031781676136363624,https://www.zillow.com/homedetails/3033-W-Zachary-Dr-Phoenix-AZ-85027/7940396_zpid/
390197,"4008 W State Ave, Phoenix, AZ 85051 ",207001.546875,214000,-6998.453125,-0.032703051985981335,https://www.zillow.com/homedetails/4008-W-State-Ave-Phoenix-AZ-85051/7757795_zpid/
1495599,"17645 W Windrose Dr, Surprise, AZ 85388 ",200997.59375,208000,-7002.40625,-0.03366541466346151,https://www.zillow.com/homedetails/17645-W-Windrose-Dr-Surprise-AZ-85388/82800410_zpid/
990711,"1491 W Armstrong Way, Chandler, AZ 85286 ",301987.125,309000,-7012.875,-0.022695388349514567,https://www.zillow.com/homedetails/1491-W-Armstrong-Way-Chandler-AZ-85286/8226298_zpid/
7425435,"1713 E Mountain View Rd, Phoenix, AZ 85020 ",377979.5,385000,-7020.5,-0.018235064935064882,https://www.zillow.com/homedetails/1713-E-Mountain-View-Rd-Phoenix-AZ-85020/7811767_zpid/
7444801,"102 W Canterbury Ln, Phoenix, AZ 85023 ",367969.4375,375000,-7030.5625,-0.018748166666666677,https://www.zillow.com/homedetails/102-W-Canterbury-Ln-Phoenix-AZ-85023/7964379_zpid/
7464867,"925 Westgate Dr, Vacaville, CA 95687 ",382959.5625,390000,-7040.4375,-0.01805240384615381,https://www.zillow.com/homedetails/925-Westgate-Dr-Vacaville-CA-95687/15721148_zpid/
3651742,"8517 Glenmore Dr, Las Vegas, NV 89134 ",201945.578125,209000,-7054.421875,-0.0337532147129187,https://www.zillow.com/homedetails/8517-Glenmore-Dr-Las-Vegas-NV-89134/6940937_zpid/
659268,"2259 S Barrington, Mesa, AZ 85209 ",216943.265625,224000,-7056.734375,-0.03150327845982148,https://www.zillow.com/homedetails/2259-S-Barrington-Mesa-AZ-85209/54474224_zpid/
7456555,"10512 Twin Plant Ct, Las Vegas, NV 89129 ",192825.0625,199900,-7074.9375,-0.03539238369184594,https://www.zillow.com/homedetails/10512-Twin-Plant-Ct-Las-Vegas-NV-89129/63083279_zpid/
8485,"3124 W Salter Dr, Phoenix, AZ 85027 ",220424.140625,227500,-7075.859375,-0.031102678571428566,https://www.zillow.com/homedetails/3124-W-Salter-Dr-Phoenix-AZ-85027/7933915_zpid/
7453793,"9861 E Lindner Ave, Mesa, AZ 85209 ",337812.53125,344900,-7087.46875,-0.02054934401275732,https://www.zillow.com/homedetails/9861-E-Lindner-Ave-Mesa-AZ-85209/55205633_zpid/
7434660,"4249 E Towne Ln, Gilbert, AZ 85234 ",199367.375,206475,-7107.625,-0.03442365903862454,https://www.zillow.com/homedetails/4249-E-Towne-Ln-Gilbert-AZ-85234/8231185_zpid/
940770,"5780 S 236th Dr, Buckeye, AZ 85326 ",160864.953125,168000,-7135.046875,-0.04247051711309524,https://www.zillow.com/homedetails/5780-S-236th-Dr-Buckeye-AZ-85326/82829016_zpid/
937173,"25864 W Hilton Ave, Buckeye, AZ 85326 ",187743.28125,194900,-7156.71875,-0.03671995253976401,https://www.zillow.com/homedetails/25864-W-Hilton-Ave-Buckeye-AZ-85326/82820312_zpid/
44966,"15228 S 14th St, Phoenix, AZ 85048 ",252834.890625,260000,-7165.109375,-0.027558112980769267,https://www.zillow.com/homedetails/15228-S-14th-St-Phoenix-AZ-85048/8134965_zpid/
5350595,"24425 W Sheraton Ln, Buckeye, AZ 85326 ",190726.734375,197900,-7173.265625,-0.03624692079332992,https://www.zillow.com/homedetails/24425-W-Sheraton-Ln-Buckeye-AZ-85326/95184397_zpid/
229852,"1747 W Menadota Dr, Phoenix, AZ 85027 ",207801.015625,214990,-7188.984375,-0.033438691915903096,https://www.zillow.com/homedetails/1747-W-Menadota-Dr-Phoenix-AZ-85027/7969205_zpid/
1180449,"1446 W Coral Reef Dr, Gilbert, AZ 85233 ",317804.34375,325000,-7195.65625,-0.022140480769230808,https://www.zillow.com/homedetails/1446-W-Coral-Reef-Dr-Gilbert-AZ-85233/8178263_zpid/
