apartment,configuration,num bedroom,num bath,price range,price range lower,price range upper,size,address,address_origin_pattern,address_origin_url,apartment page,origin_url,origin_pattern,createdAt,updatedAt,pingedAt
Parc on Powell,"3 BR
                                                 - 2 BA

                                                    Three Bedroom - C",3 BR,2,Call for rates,"","",1260,"1333 Powell St.,
				Emeryville,
				CA 
                94608",@@apartment page@@,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Peninsula Pines,"2 BR
                                                 - 1 BA

                                                    Two Bedroom Townhouse",2 BR,1,"$2,587 - $2,608","2,587","2,608",900,"842 Antoinette Ln,
				South San Francisco,
				CA 
                94080",@@apartment page@@,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Oakmont of Mariner Point,"1 BR
                                                 - 1 BA",1 BR,1,"From $2,500","2,500","",0,"2400 Mariner Square Dr.,
				Alameda,
				CA 
                94501",@@apartment page@@,http://www.apartmentfinder.com/California/Alameda-Apartments/Oakmont-Of-Mariner-Point-Apartments,http://www.apartmentfinder.com/California/Alameda-Apartments/Oakmont-Of-Mariner-Point-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Serra Commons Apartments,"2 BR
                                                 - 2 BA",2 BR,2,"From $2,150","2,150","",771,"1580 Southgate Ave,
				Daly City,
				CA 
                94015",@@apartment page@@,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Larkspur Courts,"1 BR
                                                 - 1 BA

                                                    Emerald",1 BR,1,"$2,625 - $2,800","2,625","2,800",800,"100 Old Quarry Rd.,
				Larkspur,
				CA 
                94939",@@apartment page@@,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Berkeley Central,"1 BR
                                                 - 1 BA

                                                    1 Bed 1 Bath",1 BR,1,"$2,700 - $3,150","2,700","3,150",785,"2055 Center St,
				Berkeley,
				CA 
                94704",@@apartment page@@,http://www.apartmentfinder.com/California/Berkeley-Apartments/Berkeley-Central-Apartments,http://www.apartmentfinder.com/California/Berkeley-Apartments/Berkeley-Central-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Parc on Powell,"3 BR
                                                 - 2 BA

                                                    Three Bedroom - D",3 BR,2,Call for rates,"","",1287,"1333 Powell St.,
				Emeryville,
				CA 
                94608",@@apartment page@@,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Peninsula Pines,"1 BR
                                                 - 1 BA

                                                    One Bedroom",1 BR,1,"From $2,297","2,297","",650,"842 Antoinette Ln,
				South San Francisco,
				CA 
                94080",@@apartment page@@,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Furnished Studio - Oakland - Ala...,"1 BR
                                                 - 1 BA

                                                    Studio , 1 BA",1 BR,1,"From $5,039","5,039","",0,"1350 Marina Village Pkwy,
				Alameda,
				CA 
                94501",@@apartment page@@,http://www.apartmentfinder.com/California/Alameda-Apartments/Furnished-Studio-Oakland-Alameda-Apartments,http://www.apartmentfinder.com/California/Alameda-Apartments/Furnished-Studio-Oakland-Alameda-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Serra Commons Apartments,"2 BR
                                                 - 2 BA",2 BR,2,"From $2,095","2,095","",866,"1580 Southgate Ave,
				Daly City,
				CA 
                94015",@@apartment page@@,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
The Broadmoor,"1 BR
                                                 - 1 BA",1 BR,1,"From $2,500","2,500","",0,"1499 Sutter St.,
				San Francisco,
				CA 
                94109",@@apartment page@@,http://www.apartmentfinder.com/California/San-Francisco-Apartments/The-Broadmoor-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/The-Broadmoor-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Larkspur Courts,"1 BR
                                                 - 1 BA

                                                    Sapphire",1 BR,1,"$2,500 - $3,500","2,500","3,500",781,"100 Old Quarry Rd.,
				Larkspur,
				CA 
                94939",@@apartment page@@,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Larkspur Courts,"3 BR
                                                 - 2 BA

                                                    Diamond",3 BR,2,"$2,830 - $3,790","2,830","3,790",1282,"100 Old Quarry Rd.,
				Larkspur,
				CA 
                94939",@@apartment page@@,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Berkeley Central,"1 BR
                                                 - 1 BA

                                                    1 Bed 1 Bath",1 BR,1,"$2,700 - $3,150","2,700","3,150",746,"2055 Center St,
				Berkeley,
				CA 
                94704",@@apartment page@@,http://www.apartmentfinder.com/California/Berkeley-Apartments/Berkeley-Central-Apartments,http://www.apartmentfinder.com/California/Berkeley-Apartments/Berkeley-Central-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Parc on Powell,"3 BR
                                                 - 2 BA

                                                    Three Bedroom - B",3 BR,2,Call for rates,"","",1239,"1333 Powell St.,
				Emeryville,
				CA 
                94608",@@apartment page@@,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Peninsula Pines,"2 BR
                                                 - 1 BA

                                                    Two Bedroom",2 BR,1,"From $2,600","2,600","",792,"842 Antoinette Ln,
				South San Francisco,
				CA 
                94080",@@apartment page@@,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Cardinal Point,"1 BR
                                                 - 1 BA",1 BR,1,"From $2,500","2,500","",0,"2431 Mariner Square Dr.,
				Alameda,
				CA 
                94501",@@apartment page@@,http://www.apartmentfinder.com/California/Alameda-Apartments/Cardinal-Point-Apartments,http://www.apartmentfinder.com/California/Alameda-Apartments/Cardinal-Point-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Serra Commons Apartments,"2 BR
                                                 - 2 BA",2 BR,2,"From $2,285","2,285","",900,"1580 Southgate Ave,
				Daly City,
				CA 
                94015",@@apartment page@@,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Sunrise of Oakland Hills,"1 BR
                                                 - 1 BA",1 BR,1,Call for rates,"","",0,"11889 Skyline Blvd,
				Oakland,
				CA 
                94619",@@apartment page@@,http://www.apartmentfinder.com/California/Oakland-Apartments/Sunrise-Of-Oakland-Hills-Apartments,http://www.apartmentfinder.com/California/Oakland-Apartments/Sunrise-Of-Oakland-Hills-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Larkspur Courts,"2 BR
                                                 - 2 BA

                                                    Amethyst",2 BR,2,"$3,500 - $4,500","3,500","4,500",1095,"100 Old Quarry Rd.,
				Larkspur,
				CA 
                94939",@@apartment page@@,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Tam Ridge Residences,"3 BR
                                                 - 2.5 BA

                                                    TH2",3 BR,2,"$4,400 - $4,450","4,400","4,450",1262,"199 Tamal Vista,
				Corte Madera,
				CA 
                94925",@@apartment page@@,http://www.apartmentfinder.com/California/Corte-Madera-Apartments/Tam-Ridge-Residences-Apartments,http://www.apartmentfinder.com/California/Corte-Madera-Apartments/Tam-Ridge-Residences-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Marymount Greenhills Retirement ...,"1 BR
                                                 - 1 BA",1 BR,1,Call for rates,"","",0,"1201 Broadway,
				Millbrae,
				CA 
                94030",@@apartment page@@,http://www.apartmentfinder.com/California/Millbrae-Apartments/Marymount-Greenhills-Retirement-Center-Apartments,http://www.apartmentfinder.com/California/Millbrae-Apartments/Marymount-Greenhills-Retirement-Center-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Parc on Powell,"3 BR
                                                 - 2 BA

                                                    Three Bedroom - E",3 BR,2,Call for rates,"","",1423,"1333 Powell St.,
				Emeryville,
				CA 
                94608",@@apartment page@@,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/Emeryville-Apartments/Parc-On-Powell-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Peninsula Pines,"3 BR
                                                 - 2 BA

                                                    Three Bedroom Townhouse",3 BR,2,"From $3,195","3,195","",1200,"842 Antoinette Ln,
				South San Francisco,
				CA 
                94080",@@apartment page@@,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/South-San-Francisco-Apartments/Peninsula-Pines-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Serra Commons Apartments,"1 BR
                                                 - 1 BA",1 BR,1,"From $1,775","1,775","",570,"1580 Southgate Ave,
				Daly City,
				CA 
                94015",@@apartment page@@,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Serra Commons Apartments,"2 BR
                                                 - 2 BA",2 BR,2,"From $2,350","2,350","",938,"1580 Southgate Ave,
				Daly City,
				CA 
                94015",@@apartment page@@,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/Daly-City-Apartments/Serra-Commons-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page2,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Emeritus at Creekside Lodge,"1 BR
                                                 - 1 BA",1 BR,1,"From $2,500","2,500","",0,"13956 San Pablo Avenue,
				San Pablo,
				CA 
                94806",@@apartment page@@,http://www.apartmentfinder.com/California/San-Pablo-Apartments/Emeritus-At-Creekside-Lodge-Apartments,http://www.apartmentfinder.com/California/San-Pablo-Apartments/Emeritus-At-Creekside-Lodge-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Larkspur Courts,"2 BR
                                                 - 2 BA

                                                    Opal",2 BR,2,"$3,105 - $3,450","3,105","3,450",1077,"100 Old Quarry Rd.,
				Larkspur,
				CA 
                94939",@@apartment page@@,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Tam Ridge Residences,"3 BR
                                                 - 2.5 BA

                                                    TH1",3 BR,2,"$4,500 - $4,625","4,500","4,625",1289,"199 Tamal Vista,
				Corte Madera,
				CA 
                94925",@@apartment page@@,http://www.apartmentfinder.com/California/Corte-Madera-Apartments/Tam-Ridge-Residences-Apartments,http://www.apartmentfinder.com/California/Corte-Madera-Apartments/Tam-Ridge-Residences-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Village at Town Center,"1 BR
                                                 - 1 BA

                                                    Hamlet",1 BR,1,"$2,063 - $2,185","2,063","2,185",710,"10810 San Pablo Ave,
				El Cerrito,
				CA 
                94530",@@apartment page@@,http://www.apartmentfinder.com/California/El-Cerrito-Apartments/Village-At-Town-Center-Apartments,http://www.apartmentfinder.com/California/El-Cerrito-Apartments/Village-At-Town-Center-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Larkspur Courts,"1 BR
                                                 - 1 BA

                                                    Quartz",1 BR,1,"$2,000 - $2,783","2,000","2,783",833,"100 Old Quarry Rd.,
				Larkspur,
				CA 
                94939",@@apartment page@@,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Larkspur Courts,"3 BR
                                                 - 2 BA

                                                    Crystal",3 BR,2,"$4,025 - $4,150","4,025","4,150",1273,"100 Old Quarry Rd.,
				Larkspur,
				CA 
                94939",@@apartment page@@,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/Larkspur-Apartments/Larkspur-Courts-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Crystal Springs Terrace Apartments,"Studio
                                                 - 1 BA

                                                    Studio",Studio,1,"$1,730 - $1,810","1,730","1,810",550,"2000 Crystal Springs Rd.,
				San Bruno,
				CA 
                94066",@@apartment page@@,http://www.apartmentfinder.com/California/San-Bruno-Apartments/Crystal-Springs-Terrace-Apartments,http://www.apartmentfinder.com/California/San-Bruno-Apartments/Crystal-Springs-Terrace-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Village at Town Center,"2 BR
                                                 - 2 BA

                                                    Cobblestone",2 BR,2,"$1,967 - $2,777","1,967","2,777",1075,"10810 San Pablo Ave,
				El Cerrito,
				CA 
                94530",@@apartment page@@,http://www.apartmentfinder.com/California/El-Cerrito-Apartments/Village-At-Town-Center-Apartments,http://www.apartmentfinder.com/California/El-Cerrito-Apartments/Village-At-Town-Center-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Furnished Studio - Oakland - Ala...,"1 BR
                                                 - 1 BA

                                                    Studio , 1 BA",1 BR,1,"From $4,199","4,199","",0,"1260 South Loop Rd,
				Alameda,
				CA 
                94502",@@apartment page@@,http://www.apartmentfinder.com/California/Alameda-Apartments/Furnished-Studio-Oakland-Alameda-Airport-Apartments,http://www.apartmentfinder.com/California/Alameda-Apartments/Furnished-Studio-Oakland-Alameda-Airport-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
Tam Ridge Residences,"1 BR
                                                 - 1 BA

                                                    A4",1 BR,1,"$3,650 - $3,910","3,650","3,910",958,"199 Tamal Vista,
				Corte Madera,
				CA 
                94925",@@apartment page@@,http://www.apartmentfinder.com/California/Corte-Madera-Apartments/Tam-Ridge-Residences-Apartments,http://www.apartmentfinder.com/California/Corte-Madera-Apartments/Tam-Ridge-Residences-Apartments,http://www.apartmentfinder.com/California/San-Francisco-Apartments/Page3,http://www.apartmentfinder.com/California/San-Francisco-Apartments?gclid=CjwKEAjwq-OsBRDd95aryprR9wQSJACQnU3GwmNw11AsvrI-d7YP_-gMVQpeV_5-4rF9LyTFhbmYVBoChUPw_wcB&gclsrc=aw.ds,2015-07-05 09:26:37,2015-07-05 09:26:37,2015-07-05 09:26:37
