,address,ypred,list,gain-loss,rent,cap rate
2949629,"2653 Hadden Dr, Saint Louis, MO 63136 ",82521.8828125,69900,12621.8828125,-10601.974609375,-1.8200814780042918
2949704,"2854 Redman Rd, Saint Louis, MO 63136 ",77398.375,64900,12498.375,-4850.5859375,-0.896872592449923
2950165,"5522 Mclaran Ave, Saint Louis, MO 63136 ",67044.1640625,55000,12044.1640625,-7405.42236328125,-1.6157285511363637
2951151,"7102 Seymour Dr, Saint Louis, MO 63136 ",67044.1640625,55000,12044.1640625,-2260.55712890625,-0.49321246448863637
2950753,"5920 Garesche Ave, Saint Louis, MO 63136 ",67044.1640625,55000,12044.1640625,-1738.3907470703125,-0.3792852627840909
2950342,"5615 Leverette Ave, Saint Louis, MO 63136 ",67044.1640625,55000,12044.1640625,-4850.5859375,-1.0583096590909091
2949822,"49 Lamar Dr, Jennings, MO 63136 ",67044.1640625,55000,12044.1640625,-4850.5859375,-1.0583096590909091
2950916,"6321 Garesche Ave, Saint Louis, MO 63136 ",76914.0859375,64900,12014.0859375,471.69964599609375,0.08721718810188751
2950630,"5720 Janet Ave, Jennings, MO 63136 ",91638.109375,80000,11638.109375,9906.80078125,1.4860201171875
2950778,"5951 Emma Ave, Saint Louis, MO 63136 ",79245.1796875,68000,11245.1796875,-9409.7490234375,-1.660543887867647
2949723,"3 Capitol Hill Dr, Saint Louis, MO 63136 ",80964.1796875,70000,10964.1796875,88897.640625,15.239596428571428
2950701,"5747 Hodiamont Ave, Jennings, MO 63136 ",75730.1171875,65000,10730.1171875,-178.826171875,-0.0330140625
2950929,"6335 Saloma Ave, Saint Louis, MO 63136 ",70578.6015625,60000,10578.6015625,-1738.3907470703125,-0.3476781575520833
2949458,"2556 Pershall Rd, Saint Louis, MO 63136 ",79909.3828125,69900,10009.3828125,-3291.5205078125,-0.5650678983369098
2950161,"5521 Sapphire Ave, Jennings, MO 63136 ",73379.65625,63500,9879.65625,-1738.3907470703125,-0.32851479453740157
2950544,"5660 Janet Ave, Jennings, MO 63136 ",69394.6328125,59900,9494.6328125,-1738.3907470703125,-0.34825858853297165
2950703,"5747 Goodfellow Blvd, Saint Louis, MO 63136 ",79245.1796875,69900,9345.1796875,-1738.3907470703125,-0.2984361867399857
2949820,"49 Jendale Ct, Jennings, MO 63136 ",79245.1796875,69900,9345.1796875,2527.54150390625,0.4339127045332618
2949828,"50 Capitol Hill Dr, Saint Louis, MO 63136 ",79245.1796875,70000,9245.1796875,-1738.3907470703125,-0.2980098493303571
2949724,"3 Jendale Ct, Jennings, MO 63136 ",70580.2421875,62000,8580.2421875,-1738.3907470703125,-0.33646273311491937
2951144,"7078 Emma Ave, Jennings, MO 63136 ",67044.1640625,59000,8044.1640625,-4028.818603515625,-0.8194207494703389
2950262,"5585 Sunbury Ave, Saint Louis, MO 63136 ",67044.1640625,59230,7814.1640625,-1738.3907470703125,-0.35219803229993246
2951580,"7517 Calvin Ave, Saint Louis, MO 63136 ",67044.1640625,59900,7144.1640625,932.8587036132812,0.1868832168196995
2951501,"7409 Chandler Ave, Saint Louis, MO 63136 ",67044.1640625,59900,7144.1640625,-2908.197021484375,-0.5826104053631052
2950032,"5433 Fletcher St, Jennings, MO 63136 ",67044.1640625,59900,7144.1640625,13272.638671875,2.6589592028380635
2949583,"2629 Kinamore Dr, Jennings, MO 63136 ",67044.1640625,59990,7054.1640625,-4850.5859375,-0.9702789006501084
2949620,"2647 Solway Ave, Jennings, MO 63136 ",67044.1640625,60000,7044.1640625,1435.568359375,0.287113671875
2951207,"7121 Lamont Dr, Saint Louis, MO 63136 ",67044.1640625,60000,7044.1640625,-2354.34423828125,-0.47086884765625
2949625,"2651 Terrace Ln, Jennings, MO 63136 ",81756.1875,74900,6856.1875,1068.19873046875,0.17113998351969292
2950108,"5505 Wilborn Dr, Jennings, MO 63136 ",81756.1875,74999,6757.1875,-4850.5859375,-0.7761040980546408
2951186,"7113 W Florissant Ave, Saint Louis, MO 63136 ",70578.6015625,64900,5678.6015625,1747.60888671875,0.32313261387711867
2949438,"2551 Nathan Dr, Saint Louis, MO 63136 ",85032.890625,79900,5132.890625,15927.8662109375,2.3921700954317897
2951333,"7209 Harney Ave, Jennings, MO 63136 ",76656.359375,71900,4756.359375,-2260.55712890625,-0.377283526382128
2949826,"5 Westdell Dr, Saint Louis, MO 63136 ",73379.65625,69000,4379.65625,-3291.5205078125,-0.5724383491847826
2949634,"2656 Garham Dr, Saint Louis, MO 63136 ",79245.1796875,75000,4245.1796875,-5372.751953125,-0.8596403125
2951110,"7054 Emma Ave, Saint Louis, MO 63136 ",79245.1796875,75000,4245.1796875,-3291.5205078125,-0.52664328125
2949764,"32 Harneywold Dr, Saint Louis, MO 63136 ",88456.0859375,84900,3556.0859375,16817.13671875,2.3769804549469966
2950105,"5505 Hamilton Ave, Jennings, MO 63136 ",72909.6953125,69900,3009.6953125,-3291.5205078125,-0.5650678983369098
2949621,"2649 Hadden Dr, Saint Louis, MO 63136 ",76632.6796875,74000,2632.6796875,-4850.5859375,-0.7865815033783784
2951141,"71 Capitol Hill Dr, Saint Louis, MO 63136 ",75420.703125,72900,2520.703125,1592.32177734375,0.26211058063271603
2950218,"5538 Helen Ave, Jennings, MO 63136 ",81756.1875,79900,1856.1875,159.65911865234375,0.023978841349538486
2950638,"5724 Helen Ave, Jennings, MO 63136 ",81756.1875,79900,1856.1875,-2260.55712890625,-0.339507954278786
2950794,"6 Capitol Hill Dr, Saint Louis, MO 63136 ",81756.1875,79900,1856.1875,113796.4921875,17.090836983729663
2949710,"2905 Solway Ave, Jennings, MO 63136 ",81756.1875,80000,1756.1875,-4850.5859375,-0.727587890625
2949884,"5245 Wilborn Dr, Jennings, MO 63136 ",69394.6328125,68000,1394.6328125,2527.54150390625,0.4460367359834559
