,address,ypred,list,gain-loss,rent,cap rate
7012736,"4115 S 114th St, Tukwila, WA 98168 ",279674.875,55000,224674.875,2113.999267578125,0.4612362215909091
4205721,"15841 6th Ave SW, Burien, WA 98166 ",341269.25,120000,221269.25,1707.3115234375,0.17073115234375
4210289,"1823 SW 160th St, Burien, WA 98166 ",337651.5625,120000,217651.5625,1945.2205810546875,0.19452205403645834
3920872,"9325 53rd Ave S, Seattle, WA 98118 ",340364.375,125000,215364.375,2404.64306640625,0.230845734375
3917893,"7433 48th Ave S, Seattle, WA 98118 ",310505.25,99000,211505.25,1555.6744384765625,0.18856660353535354
7017217,"8230 S 128th St, Seattle, WA 98178 ",308152.78125,97000,211152.78125,1996.369384765625,0.24697354220360826
7011230,"11425 Rainier Ave S, Seattle, WA 98178 ",306117.75,95000,211117.75,1157.722412109375,0.1462386204769737
7011157,"11416 Woodley Ave S, Seattle, WA 98178 ",296119.15625,87120,208999.15625,1694.245849609375,0.23336718570649678
7016881,"7911 S 115th Pl, Seattle, WA 98178 ",347294.625,139650,207644.625,2209.33349609375,0.18984605766648766
3914942,"5110 S Medley Ct, Seattle, WA 98118 ",331780.125,124900,206880.125,1776.71875,0.1707015612489992
3918669,"8100 49th Ave S, Seattle, WA 98118 ",345733.9375,139900,205833.9375,1904.876708984375,0.16339184797176554
7016121,"7335 S 131st Ct, Seattle, WA 98178 ",294134.25,89500,204634.25,1904.3924560546875,0.25533753055167596
3916376,"5802 Renton Ave S, Seattle, WA 98118 ",324485.5,120000,204485.5,1782.6463623046875,0.17826463216145833
7013208,"12219 47th Ave S, Tukwila, WA 98178 ",282803.3125,80000,202803.3125,1434.653564453125,0.215198046875
3921005,"9340 55th Ave S, Seattle, WA 98118 ",302041.90625,100000,202041.90625,1687.687255859375,0.2025224609375
3915574,"5258 S Cloverdale Pl, Seattle, WA 98118 ",321939.625,120000,201939.625,2388.025146484375,0.23880250651041668
7014495,"5314 S Wallace St, Seattle, WA 98178 ",320173.4375,118800,201373.4375,2373.625,0.239760101010101
7015697,"7010 S 116th Pl, Seattle, WA 98178 ",296561.8125,96000,200561.8125,3195.635009765625,0.39945438639322917
3921633,"9550 Waters Ave S, Seattle, WA 98118 ",324452.65625,124000,200452.65625,2547.848388671875,0.24656596522177418
3919840,"8607 45th Ave S, Seattle, WA 98118 ",340003.5,139900,200103.5,1792.70703125,0.15377043870621873
7014647,"5515 S Wallace St, Seattle, WA 98178 ",300084.90625,102000,198084.90625,1326.0262451171875,0.1560030828737745
4630059,"24309 23rd Ave S, Des Moines, WA 98198 ",361609.0625,165000,196609.0625,2041.939697265625,0.14850471117424244
3917640,"7015 48th Ave S, Seattle, WA 98118 ",310393.25,113850,196543.25,1914.9617919921875,0.20184050079600352
3958727,"1410 Hubbell Pl, Seattle, WA 98101 ",277637.40625,81750,195887.40625,2121.8505859375,0.3114643061926605
7016486,"7621 S 135th St, Seattle, WA 98178 ",273670.65625,79950,193720.65625,3001.486572265625,0.45050456339899936
7015210,"6230 S Fountain St, Seattle, WA 98178 ",338348.65625,144900,193448.65625,3109.1953125,0.2574902950310559
4636760,"28101 9TH Ave S, Des Moines, WA 98198 ",313067.6875,120000,193067.6875,1424.2288818359375,0.14242288411458334
7011027,"11403 Woodley Ave S, Seattle, WA 98178 ",302062.875,109900,192162.875,2996.43701171875,0.3271814575750682
3915954,"5531 35th Ave S, Seattle, WA 98118 ",290821.4375,99000,191821.4375,2538.807861328125,0.30773429608585856
7011359,"11439 71st Pl S, Seattle, WA 98178 ",280851.84375,91000,189851.84375,1503.4747314453125,0.19826040951236265
3917801,"7309 32nd Ave S, Seattle, WA 98118 ",308650.96875,119000,189650.96875,2061.909423828125,0.20792364758403362
7016335,"7524 S 120th St, Seattle, WA 98178 ",293444.125,105000,188444.125,2732.044677734375,0.3122336681547619
3915773,"5429 Renton Ave S, Seattle, WA 98118 ",282743.34375,99000,183743.34375,2284.037353515625,0.27685302241161613
3920891,"9330 52nd Ave S, Seattle, WA 98118 ",302412.0,120000,182412.0,2318.1201171875,0.23181201171875
3919702,"8452 47th Ave S, Seattle, WA 98118 ",301435.65625,120000,181435.65625,2033.2955322265625,0.20332955729166666
7015978,"7217 S 115th St, Seattle, WA 98178 ",316242.03125,134900,181342.03125,1876.1859130859375,0.16689570399369905
7013834,"12540 74th Ave S, Seattle, WA 98178 ",298323.21875,117000,181323.21875,1245.375,0.12773076923076923
