property_id,address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,level,luxurious,dist_to_park,ptl_id,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source,pred_std
3946,"918 E Pasadena Ave, Phoenix, AZ 85014",2,1,800,zillow_ph,http://www.zillow.com/homedetails/918-E-Pasadena-Ave-Phoenix-AZ-85014/2100929166_zpid/,-112.061,33.5102,348.117,1924,,1,,,13650,rental,950,closed,2,2015-10-08,2015-10-06,Camelback East,133,PH,313.79191658400700000000
3946,"918 E Pasadena Ave, Phoenix, AZ 85014",2,1,800,zillow_ph,http://www.zillow.com/homedetails/918-E-Pasadena-Ave-Phoenix-AZ-85014/2100929166_zpid/,-112.061,33.5102,348.117,1924,,1,,,13650,rental,950,closed,2,2015-10-08,2015-10-06,Camelback East,133,PH,313.79191658400700000000
4020,"940 E Bethany Home Rd, Phoenix, AZ 85014",3,2,1328,zillow_ph,http://www.zillow.com/homedetails/940-E-Bethany-Home-Rd-Phoenix-AZ-85014/7797998_zpid/,-112.061,33.524,356.473,1949,,1,,,14621,rental,1300,closed,3,2015-10-10,2015-10-07,Camelback East,133,PH,313.04600223301700000000
4020,"940 E Bethany Home Rd, Phoenix, AZ 85014",3,2,1328,zillow_ph,http://www.zillow.com/homedetails/940-E-Bethany-Home-Rd-Phoenix-AZ-85014/7797998_zpid/,-112.061,33.524,356.473,1949,,1,,,14621,rental,1300,closed,3,2015-10-10,2015-10-07,Camelback East,133,PH,313.04600223301700000000
4039,"4823 N 35th Pl, Phoenix, AZ 85018",3,2,1800,zillow_ph,http://www.zillow.com/homedetails/4823-N-35th-Pl-Phoenix-AZ-85018/7833412_zpid/,-112.005,33.5089,373.925,1981,,1,,,14640,rental,3000,closed,3,2015-10-10,2015-10-07,Camelback East,133,PH,312.29466444011900000000
4039,"4823 N 35th Pl, Phoenix, AZ 85018",3,2,1800,zillow_ph,http://www.zillow.com/homedetails/4823-N-35th-Pl-Phoenix-AZ-85018/7833412_zpid/,-112.005,33.5089,373.925,1981,,1,,,14640,rental,3000,closed,3,2015-10-10,2015-10-07,Camelback East,133,PH,312.29466444011900000000
4048,"4343 N 21st St APT 217, Phoenix, AZ 85016",2,2,1050,zillow_ph,http://www.zillow.com/homedetails/4343-N-21st-St-APT-217-Phoenix-AZ-85016/68535877_zpid/,-112.036,33.4994,351.477,1998,,2,,,14600,rental,1200,closed,2,2015-10-09,2015-10-07,Camelback East,133,PH,311.92053679447800000000
4048,"4343 N 21st St APT 217, Phoenix, AZ 85016",2,2,1050,zillow_ph,http://www.zillow.com/homedetails/4343-N-21st-St-APT-217-Phoenix-AZ-85016/68535877_zpid/,-112.036,33.4994,351.477,1998,,2,,,14600,rental,1200,closed,2,2015-10-09,2015-10-07,Camelback East,133,PH,311.92053679447800000000
4064,"1818 E Rovey Ave, Phoenix, AZ 85016",4,3,2436,zillow_ph,http://www.zillow.com/homedetails/1818-E-Rovey-Ave-Phoenix-AZ-85016/7808251_zpid/,-112.042,33.525,364.821,1959,,1,,,14541,rental,2695,closed,4,2015-10-10,2015-10-06,Camelback East,133,PH,314.43426977943900000000
4064,"1818 E Rovey Ave, Phoenix, AZ 85016",4,3,2436,zillow_ph,http://www.zillow.com/homedetails/1818-E-Rovey-Ave-Phoenix-AZ-85016/7808251_zpid/,-112.042,33.525,364.821,1959,,1,,,14541,rental,2695,closed,4,2015-10-10,2015-10-06,Camelback East,133,PH,314.43426977943900000000
4180,"3066 N 32nd St UNIT 375, Phoenix, AZ 85018",2,1,936,zillow_ph,http://www.zillow.com/homedetails/3066-N-32nd-St-UNIT-375-Phoenix-AZ-85018/2130161710_zpid/,-112.015,33.484,354.502,1970,,1,,,16524,rental,900,closed,3,2015-10-10,2015-10-07,Camelback East,133,PH,311.63028522171400000000
4180,"3066 N 32nd St UNIT 375, Phoenix, AZ 85018",2,1,936,zillow_ph,http://www.zillow.com/homedetails/3066-N-32nd-St-UNIT-375-Phoenix-AZ-85018/2130161710_zpid/,-112.015,33.484,354.502,1970,,1,,,16524,rental,900,closed,3,2015-10-10,2015-10-07,Camelback East,133,PH,311.63028522171400000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,107323,rental,1100,closed,767,2014-05-10,2012-04-03,Camelback East,133,PH,312.48660873466800000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,107324,rental,1000,closed,83,2012-07-25,2012-05-03,Camelback East,133,PH,312.48660873466800000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,107325,rental,995,closed,35,2012-07-25,2012-06-20,Camelback East,133,PH,312.48660873466800000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,107326,rental,995,closed,79,2014-05-10,2014-02-20,Camelback East,133,PH,312.48660873466800000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,107327,rental,995,closed,120,2014-12-11,2014-08-13,Camelback East,133,PH,312.48660873466800000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,107329,rental,995,closed,15,2015-09-05,2015-08-21,Camelback East,133,PH,312.48660873466800000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,107333,rental,1200,closed,5,2016-02-15,2016-02-10,Camelback East,133,PH,312.48660873466800000000
756,"2867 E Fairmount Ave, Phoenix, AZ 85016",3,2,1408,zillow_ph,http://www.zillow.com/homedetails/2867-E-Fairmount-Ave-Phoenix-AZ-85016/7537723_zpid/,-112.021,33.493,357.042,1966,0,1,,,135109,rental,1200,closed,,2016-03-04,,Camelback East,133,PH,312.48660873466800000000
839,"4302 E Sells Dr, Phoenix, AZ 85018",4,4,2763,zillow_ph,http://www.zillow.com/homedetails/4302-E-Sells-Dr-Phoenix-AZ-85018/7835948_zpid/,-111.989,33.5017,377.701,2004,0,1,,,110610,rental,2850,closed,16,2015-08-29,2015-08-13,Camelback East,133,PH,316.08734333829600000000
859,"4437 N 47th Pl, Phoenix, AZ 85018",3,2,2500,zillow_ph,http://www.zillow.com/homedetails/4437-N-47th-Pl-Phoenix-AZ-85018/7837023_zpid/,-111.979,33.4998,385.316,1955,1,1,,,135133,rental,5000,closed,13,2015-09-03,2015-08-21,Camelback East,133,PH,312.69784645750200000000
1114,"4945 E Camelback Rd, Phoenix, AZ 85018",4,2,3491,zillow_ph,http://www.zillow.com/homedetails/4945-E-Camelback-Rd-Phoenix-AZ-85018/89710830_zpid/,-111.975,33.507,399.929,1978,0,1,,,140706,rental,3500,closed,,2014-09-21,,Camelback East,133,PH,313.15413373041700000000
1114,"4945 E Camelback Rd, Phoenix, AZ 85018",4,2,3491,zillow_ph,http://www.zillow.com/homedetails/4945-E-Camelback-Rd-Phoenix-AZ-85018/89710830_zpid/,-111.975,33.507,399.929,1978,0,1,,,140708,rental,3950,closed,204,2016-03-09,2015-08-18,Camelback East,133,PH,313.15413373041700000000
1258,"5125 N 41st Pl, Phoenix, AZ 85018",3,2,2653,zillow_ph,http://www.zillow.com/homedetails/5125-N-41st-Pl-Phoenix-AZ-85018/60978990_zpid/,-111.991,33.5123,384.822,1960,1,1,,,139649,rental,3000,closed,54,2010-12-04,2010-10-11,Camelback East,133,PH,312.56438923842300000000
1258,"5125 N 41st Pl, Phoenix, AZ 85018",3,2,2653,zillow_ph,http://www.zillow.com/homedetails/5125-N-41st-Pl-Phoenix-AZ-85018/60978990_zpid/,-111.991,33.5123,384.822,1960,1,1,,,139652,rental,3200,closed,30,2013-02-24,2013-01-25,Camelback East,133,PH,312.56438923842300000000
1258,"5125 N 41st Pl, Phoenix, AZ 85018",3,2,2653,zillow_ph,http://www.zillow.com/homedetails/5125-N-41st-Pl-Phoenix-AZ-85018/60978990_zpid/,-111.991,33.5123,384.822,1960,1,1,,,139653,rental,4500,closed,30,2015-02-19,2015-01-20,Camelback East,133,PH,312.56438923842300000000
1258,"5125 N 41st Pl, Phoenix, AZ 85018",3,2,2653,zillow_ph,http://www.zillow.com/homedetails/5125-N-41st-Pl-Phoenix-AZ-85018/60978990_zpid/,-111.991,33.5123,384.822,1960,1,1,,,139657,rental,5000,closed,4,2015-10-03,2015-09-29,Camelback East,133,PH,312.56438923842300000000
1746,"1822 E San Miguel Ave, Phoenix, AZ 85016",3,1,1896,zillow_ph,http://www.zillow.com/homedetails/1822-E-San-Miguel-Ave-Phoenix-AZ-85016/7809030_zpid/,-112.042,33.5195,358.935,1952,0,1,,,125906,rental,1650,closed,15,2015-10-27,2015-10-12,Camelback East,133,PH,312.63683793052500000000
1746,"1822 E San Miguel Ave, Phoenix, AZ 85016",3,1,1896,zillow_ph,http://www.zillow.com/homedetails/1822-E-San-Miguel-Ave-Phoenix-AZ-85016/7809030_zpid/,-112.042,33.5195,358.935,1952,0,1,,,125907,rental,1750,closed,5,2016-03-03,2016-02-27,Camelback East,133,PH,312.63683793052500000000
4947,"4620 N 10th Pl, Phoenix, AZ 85014",2,1,700,zillow_ph,http://www.zillow.com/homedetails/4620-N-10th-Pl-Phoenix-AZ-85014/7769461_zpid/,-112.06,33.5046,345.125,1949,0,1,,,20530,rental,750,closed,2,2015-10-17,2015-10-15,Camelback East,133,PH,312.28593558288100000000
4947,"4620 N 10th Pl, Phoenix, AZ 85014",2,1,700,zillow_ph,http://www.zillow.com/homedetails/4620-N-10th-Pl-Phoenix-AZ-85014/7769461_zpid/,-112.06,33.5046,345.125,1949,0,1,,,20530,rental,750,closed,2,2015-10-17,2015-10-15,Camelback East,133,PH,312.28593558288100000000
4954,"5302 E Van Buren St UNIT 3018, Phoenix, AZ 85008",1,1,688,zillow_ph,http://www.zillow.com/homedetails/5302-E-Van-Buren-St-UNIT-3018-Phoenix-AZ-85008/81960053_zpid/,-111.966,33.4515,365.748,2002,0,1,,,20584,rental,795,closed,2,2015-10-17,2015-10-15,Camelback East,133,PH,311.53662681511000000000
4954,"5302 E Van Buren St UNIT 3018, Phoenix, AZ 85008",1,1,688,zillow_ph,http://www.zillow.com/homedetails/5302-E-Van-Buren-St-UNIT-3018-Phoenix-AZ-85008/81960053_zpid/,-111.966,33.4515,365.748,2002,0,1,,,20584,rental,795,closed,2,2015-10-17,2015-10-15,Camelback East,133,PH,311.53662681511000000000
5111,"3030 E Clarendon Ave UNIT 12, Phoenix, AZ 85016",1,1,663,zillow_ph,http://www.zillow.com/homedetails/3030-E-Clarendon-Ave-UNIT-12-Phoenix-AZ-85016/7537494_zpid/,-112.016,33.4919,359.855,1975,0,1,,,21639,rental,750,closed,2,2015-10-18,2015-10-16,Camelback East,133,PH,311.44616240575700000000
5111,"3030 E Clarendon Ave UNIT 12, Phoenix, AZ 85016",1,1,663,zillow_ph,http://www.zillow.com/homedetails/3030-E-Clarendon-Ave-UNIT-12-Phoenix-AZ-85016/7537494_zpid/,-112.016,33.4919,359.855,1975,0,1,,,21639,rental,750,closed,2,2015-10-18,2015-10-16,Camelback East,133,PH,311.44616240575700000000
5158,"1225 N 36th St UNIT 1125, Phoenix, AZ 85008",3,3,1586,zillow_ph,http://www.zillow.com/homedetails/1225-N-36th-St-UNIT-1125-Phoenix-AZ-85008/65438144_zpid/,-112.002,33.4625,350.162,2005,0,1,,,21645,rental,1150,closed,2,2015-10-18,2015-10-16,Camelback East,133,PH,313.60819631921100000000
5158,"1225 N 36th St UNIT 1125, Phoenix, AZ 85008",3,3,1586,zillow_ph,http://www.zillow.com/homedetails/1225-N-36th-St-UNIT-1125-Phoenix-AZ-85008/65438144_zpid/,-112.002,33.4625,350.162,2005,0,1,,,21645,rental,1150,closed,2,2015-10-18,2015-10-16,Camelback East,133,PH,313.60819631921100000000
5260,"2802 E Camino Acequia Dr, Phoenix, AZ 85016",2,2,1624,zillow_ph,http://www.zillow.com/homedetails/2802-E-Camino-Acequia-Dr-Phoenix-AZ-85016/7810095_zpid/,-112.019,33.5231,382.231,1996,0,1,,,22673,rental,3800,closed,2,2015-10-19,2015-10-17,Camelback East,133,PH,311.95726240189300000000
5260,"2802 E Camino Acequia Dr, Phoenix, AZ 85016",2,2,1624,zillow_ph,http://www.zillow.com/homedetails/2802-E-Camino-Acequia-Dr-Phoenix-AZ-85016/7810095_zpid/,-112.019,33.5231,382.231,1996,0,1,,,22673,rental,3800,closed,2,2015-10-19,2015-10-17,Camelback East,133,PH,311.95726240189300000000
5283,"2417 N 37th Pl, Phoenix, AZ 85008",3,2,1521,zillow_ph,http://www.zillow.com/homedetails/2417-N-37th-Pl-Phoenix-AZ-85008/7541320_zpid/,-112.001,33.4745,355.886,1954,0,1,,,22678,rental,1100,closed,3,2015-10-20,2015-10-17,Camelback East,133,PH,312.84593701922100000000
5283,"2417 N 37th Pl, Phoenix, AZ 85008",3,2,1521,zillow_ph,http://www.zillow.com/homedetails/2417-N-37th-Pl-Phoenix-AZ-85008/7541320_zpid/,-112.001,33.4745,355.886,1954,0,1,,,22678,rental,1100,closed,3,2015-10-20,2015-10-17,Camelback East,133,PH,312.84593701922100000000
5332,"3402 N 32nd St UNIT 144, Phoenix, AZ 85018",2,2,792,zillow_ph,http://www.zillow.com/homedetails/3402-N-32nd-St-UNIT-144-Phoenix-AZ-85018/68957337_zpid/,-112.014,33.488,357.923,1969,0,1,,,22598,rental,849,closed,3,2015-10-19,2015-10-16,Camelback East,133,PH,312.05199297223900000000
5332,"3402 N 32nd St UNIT 144, Phoenix, AZ 85018",2,2,792,zillow_ph,http://www.zillow.com/homedetails/3402-N-32nd-St-UNIT-144-Phoenix-AZ-85018/68957337_zpid/,-112.014,33.488,357.923,1969,0,1,,,22598,rental,849,closed,3,2015-10-19,2015-10-16,Camelback East,133,PH,312.05199297223900000000
5347,"1615 N 51st St, Phoenix, AZ 85008",2,1,850,zillow_ph,http://www.zillow.com/homedetails/1615-N-51st-St-Phoenix-AZ-85008/7562014_zpid/,-111.972,33.4663,373.376,1963,0,1,,,22668,rental,695,closed,2,2015-10-19,2015-10-17,Camelback East,133,PH,311.80210369184600000000
5347,"1615 N 51st St, Phoenix, AZ 85008",2,1,850,zillow_ph,http://www.zillow.com/homedetails/1615-N-51st-St-Phoenix-AZ-85008/7562014_zpid/,-111.972,33.4663,373.376,1963,0,1,,,22668,rental,695,closed,2,2015-10-19,2015-10-17,Camelback East,133,PH,311.80210369184600000000
5351,"4201 N 20th St UNIT 214, Phoenix, AZ 85016",2,1,825,zillow_ph,http://www.zillow.com/homedetails/4201-N-20th-St-UNIT-214-Phoenix-AZ-85016/2133019192_zpid/,-112.038,33.4962,349.88,,0,1,,,22703,rental,1050,closed,2,2015-10-19,2015-10-17,Camelback East,133,PH,312.13290870692300000000
5351,"4201 N 20th St UNIT 214, Phoenix, AZ 85016",2,1,825,zillow_ph,http://www.zillow.com/homedetails/4201-N-20th-St-UNIT-214-Phoenix-AZ-85016/2133019192_zpid/,-112.038,33.4962,349.88,,0,1,,,22703,rental,1050,closed,2,2015-10-19,2015-10-17,Camelback East,133,PH,312.13290870692300000000
5444,"5655 N Camelback Canyon Dr, Phoenix, AZ 85018",6,5,8000,zillow_ph,http://www.zillow.com/homedetails/5655-N-Camelback-Canyon-Dr-Phoenix-AZ-85018/7835448_zpid/,-111.979,33.52,423.012,1982,1,1,,,23171,rental,5500,closed,30,2015-11-17,2015-10-18,Camelback East,133,PH,320.26138045607100000000
5444,"5655 N Camelback Canyon Dr, Phoenix, AZ 85018",6,5,8000,zillow_ph,http://www.zillow.com/homedetails/5655-N-Camelback-Canyon-Dr-Phoenix-AZ-85018/7835448_zpid/,-111.979,33.52,423.012,1982,1,1,,,23171,rental,5500,closed,30,2015-11-17,2015-10-18,Camelback East,133,PH,320.22070329266700000000
5444,"5655 N Camelback Canyon Dr, Phoenix, AZ 85018",6,5,8000,zillow_ph,http://www.zillow.com/homedetails/5655-N-Camelback-Canyon-Dr-Phoenix-AZ-85018/7835448_zpid/,-111.979,33.52,423.012,1982,1,1,,,101069,rental,5500,closed,17,2016-02-19,2016-02-02,Camelback East,133,PH,320.26138045607100000000
5444,"5655 N Camelback Canyon Dr, Phoenix, AZ 85018",6,5,8000,zillow_ph,http://www.zillow.com/homedetails/5655-N-Camelback-Canyon-Dr-Phoenix-AZ-85018/7835448_zpid/,-111.979,33.52,423.012,1982,1,1,,,126138,rental,4950,closed,13,2015-03-01,2015-02-16,Camelback East,133,PH,320.26138045607100000000
5444,"5655 N Camelback Canyon Dr, Phoenix, AZ 85018",6,5,8000,zillow_ph,http://www.zillow.com/homedetails/5655-N-Camelback-Canyon-Dr-Phoenix-AZ-85018/7835448_zpid/,-111.979,33.52,423.012,1982,1,1,,,137034,rental,5500,closed,,2016-03-05,,Camelback East,133,PH,320.26138045607100000000
5468,"2021 E Osborn Rd APT 12, Phoenix, AZ 85016",2,2,1134,zillow_ph,http://www.zillow.com/homedetails/2021-E-Osborn-Rd-APT-12-Phoenix-AZ-85016/7540057_zpid/,-112.038,33.4873,347.083,1981,0,1,,,23994,rental,825,closed,9,2015-10-28,2015-10-19,Camelback East,133,PH,311.87229416459400000000
5468,"2021 E Osborn Rd APT 12, Phoenix, AZ 85016",2,2,1134,zillow_ph,http://www.zillow.com/homedetails/2021-E-Osborn-Rd-APT-12-Phoenix-AZ-85016/7540057_zpid/,-112.038,33.4873,347.083,1981,0,1,,,23994,rental,825,closed,9,2015-10-28,2015-10-19,Camelback East,133,PH,311.87229416459400000000
5519,"4901 E Culver St, Phoenix, AZ 85008",3,2,1655,zillow_ph,http://www.zillow.com/homedetails/4901-E-Culver-St-Phoenix-AZ-85008/7559528_zpid/,-111.976,33.4617,366.901,1956,0,1,,,23986,rental,1510,closed,9,2015-10-28,2015-10-19,Camelback East,133,PH,312.74277769044600000000
5519,"4901 E Culver St, Phoenix, AZ 85008",3,2,1655,zillow_ph,http://www.zillow.com/homedetails/4901-E-Culver-St-Phoenix-AZ-85008/7559528_zpid/,-111.976,33.4617,366.901,1956,0,1,,,23986,rental,1510,closed,9,2015-10-28,2015-10-19,Camelback East,133,PH,312.74277769044600000000
5551,"4601 N 24th St, Phoenix, AZ 85016",4,2,2182,zillow_ph,http://www.zillow.com/homedetails/4601-N-24th-St-Phoenix-AZ-85016/7803520_zpid/,-112.03,33.5036,356.266,1955,0,1,,,23889,rental,1250,closed,9,2015-10-28,2015-10-19,Camelback East,133,PH,313.58212499450700000000
5551,"4601 N 24th St, Phoenix, AZ 85016",4,2,2182,zillow_ph,http://www.zillow.com/homedetails/4601-N-24th-St-Phoenix-AZ-85016/7803520_zpid/,-112.03,33.5036,356.266,1955,0,1,,,23889,rental,1250,closed,9,2015-10-28,2015-10-19,Camelback East,133,PH,313.58212499450700000000
5551,"4601 N 24th St, Phoenix, AZ 85016",4,2,2182,zillow_ph,http://www.zillow.com/homedetails/4601-N-24th-St-Phoenix-AZ-85016/7803520_zpid/,-112.03,33.5036,356.266,1955,0,1,,,140676,rental,1250,closed,,2015-11-05,,Camelback East,133,PH,313.58212499450700000000
6662,"5421 E Earll Dr, Phoenix, AZ 85018",2,1,750,zillow_ph,http://www.zillow.com/homedetails/5421-E-Earll-Dr-Phoenix-AZ-85018/7566968_zpid/,-111.964,33.4834,377.863,1955,0,1,,,30092,rental,850,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,312.04041748497600000000
6662,"5421 E Earll Dr, Phoenix, AZ 85018",2,1,750,zillow_ph,http://www.zillow.com/homedetails/5421-E-Earll-Dr-Phoenix-AZ-85018/7566968_zpid/,-111.964,33.4834,377.863,1955,0,1,,,30092,rental,850,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,312.04041748497600000000
6684,"1816 E Hayward Ave UNIT 1, Phoenix, AZ 85020",2,1,976,zillow_ph,http://www.zillow.com/homedetails/1816-E-Hayward-Ave-UNIT-1-Phoenix-AZ-85020/7806472_zpid/,-112.043,33.5501,393.229,1979,0,1,,,30153,rental,1800,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,311.63419513059700000000
6684,"1816 E Hayward Ave UNIT 1, Phoenix, AZ 85020",2,1,976,zillow_ph,http://www.zillow.com/homedetails/1816-E-Hayward-Ave-UNIT-1-Phoenix-AZ-85020/7806472_zpid/,-112.043,33.5501,393.229,1979,0,1,,,30153,rental,1800,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,311.63419513059700000000
6697,"6739 N 16th St UNIT 16, Phoenix, AZ 85016",2,1,825,zillow_ph,http://www.zillow.com/homedetails/6739-N-16th-St-UNIT-16-Phoenix-AZ-85016/7807729_zpid/,-112.045,33.5358,375.571,1975,0,1,,,29949,rental,795,closed,3,2015-11-01,2015-10-29,Camelback East,133,PH,311.60470941066200000000
6697,"6739 N 16th St UNIT 16, Phoenix, AZ 85016",2,1,825,zillow_ph,http://www.zillow.com/homedetails/6739-N-16th-St-UNIT-16-Phoenix-AZ-85016/7807729_zpid/,-112.045,33.5358,375.571,1975,0,1,,,29949,rental,795,closed,3,2015-11-01,2015-10-29,Camelback East,133,PH,311.60470941066200000000
6873,"4627 N 11th Pl, Phoenix, AZ 85014",3,3,1450,zillow_ph,http://www.zillow.com/homedetails/4627-N-11th-Pl-Phoenix-AZ-85014/7769481_zpid/,-112.057,33.5048,345.725,1950,0,1,,,30250,rental,1300,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,314.30749206850600000000
6873,"4627 N 11th Pl, Phoenix, AZ 85014",3,3,1450,zillow_ph,http://www.zillow.com/homedetails/4627-N-11th-Pl-Phoenix-AZ-85014/7769481_zpid/,-112.057,33.5048,345.725,1950,0,1,,,30250,rental,1300,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,314.30749206850600000000
6880,"3021 N 22nd St, Phoenix, AZ 85016",2,1,800,zillow_ph,http://www.zillow.com/homedetails/3021-N-22nd-St-Phoenix-AZ-85016/7539361_zpid/,-112.034,33.4829,345.896,1962,0,1,,,30218,rental,825,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,311.80733901188800000000
6880,"3021 N 22nd St, Phoenix, AZ 85016",2,1,800,zillow_ph,http://www.zillow.com/homedetails/3021-N-22nd-St-Phoenix-AZ-85016/7539361_zpid/,-112.034,33.4829,345.896,1962,0,1,,,30218,rental,825,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,311.80733901188800000000
6882,"1724 E Berridge Ln, Phoenix, AZ 85016",5,3,2650,zillow_ph,http://www.zillow.com/homedetails/1724-E-Berridge-Ln-Phoenix-AZ-85016/71597961_zpid/,-112.044,33.5255,363.697,2006,0,1,,,29969,rental,2995,closed,3,2015-11-01,2015-10-29,Camelback East,133,PH,315.67554014529900000000
6882,"1724 E Berridge Ln, Phoenix, AZ 85016",5,3,2650,zillow_ph,http://www.zillow.com/homedetails/1724-E-Berridge-Ln-Phoenix-AZ-85016/71597961_zpid/,-112.044,33.5255,363.697,2006,0,1,,,29969,rental,2995,closed,3,2015-11-01,2015-10-29,Camelback East,133,PH,315.67554014529900000000
6993,"3414 N 51st Pl, Phoenix, AZ 85018",3,1,1730,zillow_ph,http://www.zillow.com/homedetails/3414-N-51st-Pl-Phoenix-AZ-85018/7565991_zpid/,-111.971,33.488,377.78,1957,0,1,,,30040,rental,2000,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,312.47199053832400000000
6993,"3414 N 51st Pl, Phoenix, AZ 85018",3,1,1730,zillow_ph,http://www.zillow.com/homedetails/3414-N-51st-Pl-Phoenix-AZ-85018/7565991_zpid/,-111.971,33.488,377.78,1957,0,1,,,30040,rental,2000,closed,2,2015-10-31,2015-10-29,Camelback East,133,PH,312.47199053832400000000
7128,"4821 E Exeter Blvd, Phoenix, AZ 85018",4,3,4003,zillow_ph,http://www.zillow.com/homedetails/4821-E-Exeter-Blvd-Phoenix-AZ-85018/7838687_zpid/,-111.977,33.504,392.286,1987,1,1,,,32024,rental,4550,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,314.09810566433300000000
7128,"4821 E Exeter Blvd, Phoenix, AZ 85018",4,3,4003,zillow_ph,http://www.zillow.com/homedetails/4821-E-Exeter-Blvd-Phoenix-AZ-85018/7838687_zpid/,-111.977,33.504,392.286,1987,1,1,,,32024,rental,4550,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,314.09810566433300000000
7305,"1225 N 43rd Pl, Phoenix, AZ 85008",3,1,1230,zillow_ph,http://www.zillow.com/homedetails/1225-N-43rd-Pl-Phoenix-AZ-85008/7559881_zpid/,-111.988,33.463,356.777,1955,0,1,,,31437,rental,700,closed,,2011-12-03,,Camelback East,133,PH,312.53728936665900000000
7334,"4808 N 24th St UNIT 208, Phoenix, AZ 85016",2,2,1558,zillow_ph,http://www.zillow.com/homedetails/4808-N-24th-St-UNIT-208-Phoenix-AZ-85016/71605585_zpid/,-112.031,33.5079,356.805,2006,0,1,,,31383,rental,2200,closed,,2011-07-06,,Camelback East,133,PH,312.08259250575900000000
7381,"5525 E Thomas Rd UNIT G7, Phoenix, AZ 85018",2,1,982,zillow_ph,http://www.zillow.com/homedetails/5525-E-Thomas-Rd-UNIT-G7-Phoenix-AZ-85018/7562446_zpid/,-111.963,33.4798,381.406,1974,0,1,,,32331,rental,750,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,311.62888712114000000000
7381,"5525 E Thomas Rd UNIT G7, Phoenix, AZ 85018",2,1,982,zillow_ph,http://www.zillow.com/homedetails/5525-E-Thomas-Rd-UNIT-G7-Phoenix-AZ-85018/7562446_zpid/,-111.963,33.4798,381.406,1974,0,1,,,32331,rental,750,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,311.62888712114000000000
7387,"2916 E Granada Rd APT 1, Phoenix, AZ 85008",2,1,800,zillow_ph,http://www.zillow.com/homedetails/2916-E-Granada-Rd-APT-1-Phoenix-AZ-85008/2105200762_zpid/,-112.019,33.4688,346.39,1963,0,1,,,32287,rental,575,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,311.77963125958800000000
7387,"2916 E Granada Rd APT 1, Phoenix, AZ 85008",2,1,800,zillow_ph,http://www.zillow.com/homedetails/2916-E-Granada-Rd-APT-1-Phoenix-AZ-85008/2105200762_zpid/,-112.019,33.4688,346.39,1963,0,1,,,32287,rental,575,closed,2,2015-11-01,2015-10-30,Camelback East,133,PH,311.77963125958800000000
7590,"5715 E Calle Del Paisano, Phoenix, AZ 85018",4,3,2500,zillow_ph,http://www.zillow.com/homedetails/5715-E-Calle-Del-Paisano-Phoenix-AZ-85018/7567044_zpid/,-111.959,33.4923,387.224,1956,0,1,,,34596,rental,3300,closed,3,2015-11-03,2015-10-31,Camelback East,133,PH,314.40889709259300000000
