address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid
"188 Albion St, San Francisco, CA 94110",1,1,837,zillow_sf,http://www.zillow.com/homedetails/188-Albion-St-San-Francisco-CA-94110/2101508260_zpid/,-122.423,37.7635,9.50619,rental,4575,open,,,2015-08-21,Mission Dolores,49
"Market St San Francisco, CA 94114",1,1,455,zillow_sf,http://www.zillow.com/homedetails/Market-St-San-Francisco-CA-94114/2101338542_zpid/,-122.426,37.7696,35.2097,rental,3000,open,,,2015-08-21,Mission Dolores,49
"25 Dolores Ter, San Francisco, CA 94110",2,2,2100,zillow_sf,http://www.zillow.com/homedetails/25-Dolores-Ter-San-Francisco-CA-94110/2101203877_zpid/,-122.425,37.7627,12.908,rental,9450,open,,,2015-09-06,Mission Dolores,49
"168 Clinton Park, San Francisco, CA 94103",1,1,0,zillow_sf,http://www.zillow.com/homedetails/168-Clinton-Park-San-Francisco-CA-94103/2101198541_zpid/,-122.424,37.7693,21.4311,rental,3300,open,,,2015-09-23,Mission Dolores,49
"700 Valencia St APT 8, San Francisco, CA 94110",3,3,1068,zillow_sf,http://www.zillow.com/homedetails/700-Valencia-St-APT-8-San-Francisco-CA-94110/119685865_zpid/,-122.422,37.7616,6.56237,rental,8200,open,,,2015-09-06,Mission Dolores,49
"38 Camp St # 38, San Francisco, CA 94110",3,2,1650,zillow_sf,http://www.zillow.com/homedetails/38-Camp-St-38-San-Francisco-CA-94110/2101138613_zpid/,-122.423,37.764,10.4919,rental,9000,open,,,2015-09-14,Mission Dolores,49
"1950A 15th St, San Francisco, CA 94114",3,1,1750,zillow_sf,http://www.zillow.com/homedetails/1950A-15th-St-San-Francisco-CA-94114/2101088852_zpid/,-122.428,37.7664,25.0842,rental,6000,open,,,2015-09-21,Mission Dolores,49
217 Theresa Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/217-theresa-st/,-122.436,37.7296,40.1391,rental,0,closed,,2014-07-28,,Mission Terrace,50
55 Junior Terrace,3,1,0,climbsf_rented,http://www.climbsf.com/for-rent/55-junior-terrace/,-122.441,37.7198,57.3815,rental,3800,closed,,2015-01-08,,Mission Terrace,50
"(Undisclosed Address) San Francisco, CA 94112",2,3,1500,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94112/2115533261_zpid/,-122.441,37.7225,51.9032,rental,3500,open,,,2014-11-19,Mission Terrace,50
"Mission St San Francisco, CA 94112",2,2,844,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94112/2101706096_zpid/,-122.438,37.7206,57.4539,rental,2950,open,,,2015-08-21,Mission Terrace,50
"156 Onondaga Ave, San Francisco, CA 94112",3,2,1600,zillow_sf,http://www.zillow.com/homedetails/156-Onondaga-Ave-San-Francisco-CA-94112/15188201_zpid/,-122.441,37.7226,52.5529,rental,4600,open,,,2015-09-07,Mission Terrace,50
"242 Cayuga Ave, San Francisco, CA 94112",2,1,1474,zillow_sf,http://www.zillow.com/homedetails/242-Cayuga-Ave-San-Francisco-CA-94112/15186431_zpid/,-122.434,37.7306,38.3822,rental,4100,open,,,2015-09-11,Mission Terrace,50
"430 Capistrano Ave, San Francisco, CA 94112",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/430-Capistrano-Ave-San-Francisco-CA-94112/15141129_zpid/,-122.439,37.7252,44.4608,rental,5000,open,,,2015-09-11,Mission Terrace,50
"31 Navajo Ave, San Francisco, CA 94112",4,2,1800,zillow_sf,http://www.zillow.com/homedetails/31-Navajo-Ave-San-Francisco-CA-94112/15188527_zpid/,-122.444,37.7197,53.857,rental,4890,open,,,2015-09-16,Mission Terrace,50
682 28th Street,2,2,2300,climbsf_rented,http://www.climbsf.com/for-rent/682-28th-st/,-122.437,37.7449,164.08,rental,4500,closed,,2013-03-19,,Noe Valley,53
1414 Douglass Street,4,2,1697,climbsf_rented,http://www.climbsf.com/for-rent/1414-douglass-st/,-122.438,37.7452,167.066,rental,7400,closed,,2015-06-15,,Noe Valley,53
460 Valley Street,2,2,1446,climbsf_rented,http://www.climbsf.com/for-rent/460-valley-st/,-122.433,37.7444,99.0145,rental,5400,closed,,2015-07-21,,Noe Valley,53
"3879 23rd St, San Francisco, CA 94114",5,4,2600,zillow_sf,http://www.zillow.com/homedetails/3879-23rd-St-San-Francisco-CA-94114/15147154_zpid/,-122.429,37.753,65.3769,rental,11000,open,,,2015-07-26,Noe Valley,53
"208 28th St APT 302, San Francisco, CA 94131",3,3,1655,zillow_sf,http://www.zillow.com/homedetails/208-28th-St-APT-302-San-Francisco-CA-94131/116156967_zpid/,-122.427,37.7453,46.6234,rental,9000,open,,,2015-08-13,Noe Valley,53
"Jersey St San Francisco, CA 94114",2,1,920,zillow_sf,http://www.zillow.com/homedetails/Jersey-St-San-Francisco-CA-94114/2103262096_zpid/,-122.432,37.7506,54.0433,rental,4700,open,,,2015-02-20,Noe Valley,53
"Dolores St San Francisco, CA 94110",1,1,800,zillow_sf,http://www.zillow.com/homedetails/Dolores-St-San-Francisco-CA-94110/2102215886_zpid/,-122.425,37.7534,36.1778,rental,4000,open,,,2015-05-22,Noe Valley,53
"23rd St San Francisco, CA 94114",0,1,500,zillow_sf,http://www.zillow.com/homedetails/23rd-St-San-Francisco-CA-94114/2102187752_zpid/,-122.434,37.7529,86.3255,rental,3350,open,,,2015-05-26,Noe Valley,53
"25th St San Francisco, CA 94114",2,1,750,zillow_sf,http://www.zillow.com/homedetails/25th-St-San-Francisco-CA-94114/2103580042_zpid/,-122.434,37.7497,69.0145,rental,4900,open,,,2015-06-24,Noe Valley,53
"Fair Oaks St San Francisco, CA 94110",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/Fair-Oaks-St-San-Francisco-CA-94110/2103579775_zpid/,-122.424,37.7519,47.2938,rental,5995,open,,,2015-06-26,Noe Valley,53
"99 High St, San Francisco, CA 94114",3,2,0,zillow_sf,http://www.zillow.com/homedetails/99-High-St-San-Francisco-CA-94114/2101574676_zpid/,-122.443,37.7482,168.302,rental,6895,open,,,2015-07-28,Noe Valley,53
"Homestead St San Francisco, CA 94114",2,1,0,zillow_sf,http://www.zillow.com/homedetails/Homestead-St-San-Francisco-CA-94114/2104705026_zpid/,-122.439,37.7494,111.096,rental,2500,open,,,2015-08-03,Noe Valley,53
"29th St San Francisco, CA 94131",2,2,0,zillow_sf,http://www.zillow.com/homedetails/29th-St-San-Francisco-CA-94131/2101453679_zpid/,-122.43,37.7435,56.5286,rental,4995,open,,,2015-09-19,Noe Valley,53
"959 Corbett Ave APT 14, San Francisco, CA 94131",2,1,1002,zillow_sf,http://www.zillow.com/homedetails/959-Corbett-Ave-APT-14-San-Francisco-CA-94131/15131822_zpid/,-122.443,37.7516,169.471,rental,4300,open,,,2015-08-12,Noe Valley,53
"1151 Church St, San Francisco, CA 94114",2,1,940,zillow_sf,http://www.zillow.com/homedetails/1151-Church-St-San-Francisco-CA-94114/79843714_zpid/,-122.427,37.7525,56.8306,rental,5475,open,,,2015-08-21,Noe Valley,53
"Diamond Heights Blvd San Francisco, CA 94131",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Diamond-Heights-Blvd-San-Francisco-CA-94131/2101343786_zpid/,-122.438,37.7438,162.077,rental,8000,open,,,2015-08-21,Noe Valley,53
"45 Clipper St, San Francisco, CA 94114",2,1,915,zillow_sf,http://www.zillow.com/homedetails/45-Clipper-St-San-Francisco-CA-94114/64972939_zpid/,-122.426,37.7491,55.0362,rental,4800,open,,,2015-09-12,Noe Valley,53
"179 Chattanooga St, San Francisco, CA 94114",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/179-Chattanooga-St-San-Francisco-CA-94114/2103720107_zpid/,-122.426,37.7537,47.3367,rental,4000,open,,,2015-08-31,Noe Valley,53
"653 28th St, San Francisco, CA 94131",3,1,1400,zillow_sf,http://www.zillow.com/homedetails/653-28th-St-San-Francisco-CA-94131/15199488_zpid/,-122.437,37.7444,154.737,rental,6000,open,,,2015-09-04,Noe Valley,53
"45 Clipper St # A, San Francisco, CA 94114",1,1,750,zillow_sf,http://www.zillow.com/homedetails/45-Clipper-St-A-San-Francisco-CA-94114/2101192608_zpid/,-122.426,37.7491,55.0362,rental,3950,open,,,2015-09-18,Noe Valley,53
"1562 Dolores St, San Francisco, CA 94110",3,2,1400,zillow_sf,http://www.zillow.com/homedetails/1562-Dolores-St-San-Francisco-CA-94110/15183140_zpid/,-122.425,37.7443,46.2503,rental,5895,open,,,2015-09-16,Noe Valley,53
"1314 Dolores St, San Francisco, CA 94110",3,1,1200,zillow_sf,http://www.zillow.com/homedetails/1314-Dolores-St-San-Francisco-CA-94110/89237789_zpid/,-122.425,37.7484,53.8907,rental,6990,open,,,2015-09-04,Noe Valley,53
"362 Jersey St, San Francisco, CA 94114",2,1,1352,zillow_sf,http://www.zillow.com/homedetails/362-Jersey-St-San-Francisco-CA-94114/15180192_zpid/,-122.433,37.7508,61.9098,rental,4995,open,,,2014-08-20,Noe Valley,53
"1457 Noe St, San Francisco, CA 94131",3,3,2000,zillow_sf,http://www.zillow.com/homedetails/1457-Noe-St-San-Francisco-CA-94131/15182716_zpid/,-122.431,37.7457,87.7399,rental,10500,open,,,2015-09-23,Noe Valley,53
"1324 Castro St, San Francisco, CA 94114",3,1,1385,zillow_sf,http://www.zillow.com/homedetails/1324-Castro-St-San-Francisco-CA-94114/2101051467_zpid/,-122.434,37.7509,64.828,rental,5500,open,,,2015-09-26,Noe Valley,53
1703 Powell Street,4,2,0,climbsf_rented,http://www.climbsf.com/for-rent/1703-powell-st/,-122.411,37.8003,23.9782,rental,6200,closed,,2013-02-28,,North Beach,54
1940 Stockton Street #104,2,2,1363,climbsf_rented,http://www.climbsf.com/for-rent/1940-stockton-st-104/,-122.41,37.8038,26.2203,rental,0,closed,,2014-01-06,,North Beach,54
727 Green Street,2,2,1200,climbsf_rented,http://www.climbsf.com/for-rent/727-green-st/,-122.411,37.7992,34.3863,rental,4600,closed,,2015-01-26,,North Beach,54
296 Francisco Street,2,1,987,climbsf_rented,http://www.climbsf.com/for-rent/296-francisco-st/,-122.41,37.8053,10.0058,rental,5675,closed,,2015-07-07,,North Beach,54
"Vallejo St San Francisco, CA 94133",0,1,425,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2104055538_zpid/,-122.41,37.7985,31.952,rental,4000,open,,,2014-12-16,North Beach,54
"Vallejo St San Francisco, CA 94133",2,1,825,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2104055531_zpid/,-122.41,37.7985,31.952,rental,6000,open,,,2015-04-22,North Beach,54
"Vallejo St San Francisco, CA 94133",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2101963831_zpid/,-122.41,37.7985,31.952,rental,15000,open,,,2015-06-16,North Beach,54
"445 Francisco Street # FL 6TH, San Francisco, CA 94133",3,2,1550,zillow_sf,http://www.zillow.com/homedetails/445-Francisco-Street-FL-6TH-San-Francisco-CA-94133/2105241310_zpid/,-122.413,37.8047,4.22751,rental,8500,open,,,2015-07-23,North Beach,54
"Chestnut St San Francisco, CA 94133",2,2,1215,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101543211_zpid/,-122.411,37.8041,13.2475,rental,1975,open,,,2015-08-07,North Beach,54
"Columbus Ave San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Columbus-Ave-San-Francisco-CA-94133/2101331350_zpid/,-122.412,37.8016,16.7413,rental,6500,open,,,2015-08-29,North Beach,54
"Chestnut St San Francisco, CA 94133",2,2,0,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101318749_zpid/,-122.411,37.8041,13.2475,rental,5000,open,,,2015-08-25,North Beach,54
"Chestnut St San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101215188_zpid/,-122.411,37.8041,13.2475,rental,6200,open,,,2015-09-03,North Beach,54
"Chestnut St San Francisco, CA 94133",2,2,1588,zillow_sf,http://www.zillow.com/homedetails/Chestnut-St-San-Francisco-CA-94133/2101158853_zpid/,-122.411,37.8041,13.2475,rental,6200,open,,,2015-09-11,North Beach,54
"Greenwich St San Francisco, CA 94133",1,1,900,zillow_sf,http://www.zillow.com/homedetails/Greenwich-St-San-Francisco-CA-94133/2101096173_zpid/,-122.41,37.8023,28.3398,rental,7000,open,,,2015-09-19,North Beach,54
"411 Francisco St # 107, San Francisco, CA 94133",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/411-Francisco-St-107-San-Francisco-CA-94133/2101049738_zpid/,-122.413,37.8047,4.32475,rental,4950,open,,,2015-09-23,North Beach,54
136 Cole Street,2,1,1100,climbsf_rented,http://www.climbsf.com/for-rent/136-cole-st/,-122.451,37.7737,83.7907,rental,4450,closed,,2014-08-12,,North Panhandle,55
"2247 Turk Blvd, San Francisco, CA 94118",3,2,1750,zillow_sf,http://www.zillow.com/homedetails/2247-Turk-Blvd-San-Francisco-CA-94118/15084910_zpid/,-122.446,37.7784,87.8515,rental,6100,open,,,2015-09-09,North Panhandle,55
"438 Broderick St, San Francisco, CA 94117",3,2,0,zillow_sf,http://www.zillow.com/homedetails/438-Broderick-St-San-Francisco-CA-94117/2138184789_zpid/,-122.439,37.7743,65.5902,rental,7100,open,,,2015-08-13,North Panhandle,55
"Fell St San Francisco, CA 94117",6,3,0,zillow_sf,http://www.zillow.com/homedetails/Fell-St-San-Francisco-CA-94117/2102912457_zpid/,-122.442,37.7735,67.8305,rental,10425,open,,,2015-08-23,North Panhandle,55
"150 Cole St, San Francisco, CA 94117",2,1,1184,zillow_sf,http://www.zillow.com/homedetails/150-Cole-St-San-Francisco-CA-94117/63196904_zpid/,-122.451,37.7736,83.563,rental,4495,open,,,2015-09-14,North Panhandle,55
"209 Ashbury St, San Francisco, CA 94117",2,1,1100,zillow_sf,http://www.zillow.com/homedetails/209-Ashbury-St-San-Francisco-CA-94117/2101269163_zpid/,-122.448,37.7736,81.5062,rental,6500,open,,,2015-08-29,North Panhandle,55
"Fell St San Francisco, CA 94117",0,1,327,zillow_sf,http://www.zillow.com/homedetails/Fell-St-San-Francisco-CA-94117/2101198070_zpid/,-122.442,37.7735,67.8305,rental,3595,open,,,2015-09-06,North Panhandle,55
"1301 Fulton St APT 207, San Francisco, CA 94117",2,1,925,zillow_sf,http://www.zillow.com/homedetails/1301-Fulton-St-APT-207-San-Francisco-CA-94117/15085639_zpid/,-122.439,37.7767,63.588,rental,3800,open,,,2015-09-01,North Panhandle,55
"2261 Fulton St # A, San Francisco, CA 94117",1,1,0,zillow_sf,http://www.zillow.com/homedetails/2261-Fulton-St-A-San-Francisco-CA-94117/2104066795_zpid/,-122.454,37.7746,100.178,rental,3675,open,,,2015-09-22,North Panhandle,55
"2265 Fulton St, San Francisco, CA 94117",2,1,1113,zillow_sf,http://www.zillow.com/homedetails/2265-Fulton-St-San-Francisco-CA-94117/2101156885_zpid/,-122.454,37.7747,100.496,rental,4600,open,,,2015-09-22,North Panhandle,55
"438 Masonic Ave, San Francisco, CA 94118",1,1,1000,zillow_sf,http://www.zillow.com/homedetails/438-Masonic-Ave-San-Francisco-CA-94118/2101148181_zpid/,-122.447,37.7771,79.076,rental,3400,open,,,2015-09-12,North Panhandle,55
240 Lombard Street #435,0,1,477,climbsf_rented,http://www.climbsf.com/for-rent/240-lombard-st-435/,-122.405,37.8041,5.97081,rental,2500,closed,,2014-05-20,,North Waterfront,56
567 Vallejo Street #PH500,3,3,2081,climbsf_rented,http://www.climbsf.com/for-rent/567-vallejo-st-ph500/,-122.41,37.8061,5.11669,rental,12000,closed,,2015-07-17,,North Waterfront,56
"N Point St San Francisco, CA 94109",1,1,0,zillow_sf,http://www.zillow.com/homedetails/N-Point-St-San-Francisco-CA-94109/2101704184_zpid/,-122.418,37.8061,5.70257,rental,3250,open,,,2015-08-03,North Waterfront,56
"150 Lombard St APT 150, San Francisco, CA 94111",2,2,0,zillow_sf,http://www.zillow.com/homedetails/150-Lombard-St-APT-150-San-Francisco-CA-94111/2101128950_zpid/,-122.404,37.8042,4.38465,rental,4500,open,,,2015-09-15,North Waterfront,56
"(Undisclosed Address) San Francisco, CA 94133",3,2,1300,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94133/2112025675_zpid/,-122.41,37.806,5.17888,rental,9000,open,,,2015-09-22,North Waterfront,56
"246 Lobos St, San Francisco, CA 94112",2,1,845,zillow_sf,http://www.zillow.com/homedetails/246-Lobos-St-San-Francisco-CA-94112/15193832_zpid/,-122.461,37.7151,103.771,rental,3295,open,,,2015-09-11,Oceanview,57
"721 Lakeview Ave, San Francisco, CA 94112",2,1,0,zillow_sf,http://www.zillow.com/homedetails/721-Lakeview-Ave-San-Francisco-CA-94112/2101145842_zpid/,-122.46,37.718,136.853,rental,3295,open,,,2015-09-13,Oceanview,57
"Shakespeare St San Francisco, CA 94112",3,2,121,zillow_sf,http://www.zillow.com/homedetails/Shakespeare-St-San-Francisco-CA-94112/2128811723_zpid/,-122.464,37.7089,122.25,rental,945,open,,,2015-05-19,Outer Mission,58
"2933 Yorba St, San Francisco, CA 94116",3,2,1500,zillow_sf,http://www.zillow.com/homedetails/2933-Yorba-St-San-Francisco-CA-94116/15126276_zpid/,-122.498,37.7344,22.4848,rental,4799,open,,,2015-08-15,Outer Parkside,59
"2751 42nd Ave, San Francisco, CA 94116",4,2,1500,zillow_sf,http://www.zillow.com/homedetails/2751-42nd-Ave-San-Francisco-CA-94116/15126181_zpid/,-122.5,37.7355,20.6444,rental,5500,open,,,2015-08-08,Outer Parkside,59
"2042 46th Ave, San Francisco, CA 94116",3,1,1214,zillow_sf,http://www.zillow.com/homedetails/2042-46th-Ave-San-Francisco-CA-94116/15116581_zpid/,-122.505,37.7484,16.75,rental,4300,open,,,2015-08-06,Outer Parkside,59
"2759 38th Ave, San Francisco, CA 94116",2,1,1011,zillow_sf,http://www.zillow.com/homedetails/2759-38th-Ave-San-Francisco-CA-94116/15125966_zpid/,-122.496,37.7354,35.3744,rental,3550,open,,,2015-08-06,Outer Parkside,59
"2247 44th Ave, San Francisco, CA 94116",4,3,196,zillow_sf,http://www.zillow.com/homedetails/2247-44th-Ave-San-Francisco-CA-94116/15118571_zpid/,-122.503,37.7447,29.4788,rental,1650,open,,,2015-08-21,Outer Parkside,59
"2594 47th Ave, San Francisco, CA 94116",2,1,903,zillow_sf,http://www.zillow.com/homedetails/2594-47th-Ave-San-Francisco-CA-94116/15124406_zpid/,-122.505,37.7382,8.10924,rental,3500,open,,,2015-08-25,Outer Parkside,59
"2691 45th Ave, San Francisco, CA 94116",2,1,1400,zillow_sf,http://www.zillow.com/homedetails/2691-45th-Ave-San-Francisco-CA-94116/15124591_zpid/,-122.503,37.7364,11.4054,rental,3750,open,,,2015-09-06,Outer Parkside,59
"Great Hwy San Francisco, CA 94116",2,1,700,zillow_sf,http://www.zillow.com/homedetails/Great-Hwy-San-Francisco-CA-94116/2101191975_zpid/,-122.507,37.7417,8.91612,rental,3175,open,,,2015-09-07,Outer Parkside,59
"45th Ave San Francisco, CA 94116",3,1,1150,zillow_sf,http://www.zillow.com/homedetails/45th-Ave-San-Francisco-CA-94116/2105264419_zpid/,-122.504,37.7437,27.2247,rental,3400,open,,,2015-09-22,Outer Parkside,59
"3117 Taraval St, San Francisco, CA 94116",2,1,0,zillow_sf,http://www.zillow.com/homedetails/3117-Taraval-St-San-Francisco-CA-94116/2101037368_zpid/,-122.5,37.7419,38.6457,rental,3450,open,,,2015-09-24,Outer Parkside,59
4442 Cabrillo Street,2,1,1000,climbsf_rented,http://www.climbsf.com/for-rent/4442-cabrillo-st/,-122.506,37.7734,18.5859,rental,3750,closed,,2015-05-21,,Outer Richmond,60
459 33rd Avenue,2,2,1600,climbsf_renting,http://www.climbsf.com/for-rent/459-33rd-ave/,-122.494,37.7805,72.8393,rental,5500,open,,,2015-08-23,Outer Richmond,60
"402 43rd Ave # 2, San Francisco, CA 94121",2,1,0,zillow_sf,http://www.zillow.com/homedetails/402-43rd-Ave-2-San-Francisco-CA-94121/2101603082_zpid/,-122.504,37.781,95.2942,rental,3300,open,,,2015-09-04,Outer Richmond,60
"719 47th Ave, San Francisco, CA 94121",2,1,1375,zillow_sf,http://www.zillow.com/homedetails/719-47th-Ave-San-Francisco-CA-94121/15096594_zpid/,-122.508,37.7748,23.1972,rental,3450,open,,,2015-09-21,Outer Richmond,60
"582 45th Ave, San Francisco, CA 94121",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/582-45th-Ave-San-Francisco-CA-94121/15093093_zpid/,-122.506,37.7775,64.2039,rental,5950,open,,,2015-09-02,Outer Richmond,60
"890 35th Ave, San Francisco, CA 94121",4,1,2360,zillow_sf,http://www.zillow.com/homedetails/890-35th-Ave-San-Francisco-CA-94121/15099939_zpid/,-122.495,37.7723,38.7035,rental,4950,open,,,2015-09-10,Outer Richmond,60
"499 33rd Ave APT 318, San Francisco, CA 94121",4,4,2171,zillow_sf,http://www.zillow.com/homedetails/499-33rd-Ave-APT-318-San-Francisco-CA-94121/64972346_zpid/,-122.493,37.78,73.633,rental,8000,open,,,2015-09-15,Outer Richmond,60
"787 39th Ave, San Francisco, CA 94121",2,1,1650,zillow_sf,http://www.zillow.com/homedetails/787-39th-Ave-San-Francisco-CA-94121/15096967_zpid/,-122.5,37.7739,41.4294,rental,3895,open,,,2015-09-23,Outer Richmond,60
"3315 Moraga St, San Francisco, CA 94122",2,1,800,zillow_sf,http://www.zillow.com/homedetails/3315-Moraga-St-San-Francisco-CA-94122/15110448_zpid/,-122.498,37.7549,38.7441,rental,3822,open,,,2015-08-23,Outer Sunset,61
"1290 41st Ave, San Francisco, CA 94122",2,1,1250,zillow_sf,http://www.zillow.com/homedetails/1290-41st-Ave-San-Francisco-CA-94122/2101175347_zpid/,-122.5,37.7627,28.1219,rental,3395,open,,,2015-09-24,Outer Sunset,61
1979 Clay Street,3,2,2000,climbsf_rented,http://www.climbsf.com/for-rent/1979-clay-st/,-122.425,37.7915,87.393,rental,5250,closed,,2013-02-26,,Pacific Heights,62
3009 Sacramento Street #2,4,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/3009-sacramento-st-2/,-122.443,37.7885,63.5342,rental,5500,closed,,2013-07-09,,Pacific Heights,62
1945 Jackson Street,3,1,1643,climbsf_rented,http://www.climbsf.com/for-rent/1945-jackson-st/,-122.427,37.7931,90.9586,rental,5975,closed,,2014-06-30,,Pacific Heights,62
2560 Vallejo Street,3,2,1300,climbsf_rented,http://www.climbsf.com/for-rent/2560-vallejo-st/,-122.439,37.795,63.2159,rental,7050,closed,,2014-09-24,,Pacific Heights,62
1880 Jackson Street,1,1,1130,climbsf_rented,http://www.climbsf.com/for-rent/1880-jackson-st-101/,-122.426,37.7938,73.9823,rental,4800,closed,,2014-10-21,,Pacific Heights,62
2072 Vallejo Street,1,1,1079,climbsf_rented,http://www.climbsf.com/for-rent/2072-vallejo-st/,-122.431,37.796,54.3873,rental,3575,closed,,2015-01-21,,Pacific Heights,62
"2201 Sacramento St PH 601, San Francisco, CA 94115",2,2,1498,zillow_sf,http://www.zillow.com/homedetails/2201-Sacramento-St-PH-601-San-Francisco-CA-94115/15074728_zpid/,-122.438,37.7925,91.9031,rental,5995,open,,,2015-08-27,Pacific Heights,62
"3010 Sacramento St, San Francisco, CA 94115",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/3010-Sacramento-St-San-Francisco-CA-94115/2132904222_zpid/,-122.443,37.7889,69.8516,rental,5500,open,,,2015-06-19,Pacific Heights,62
"2196 Pacific Ave, San Francisco, CA 94115",2,2,1456,zillow_sf,http://www.zillow.com/homedetails/2196-Pacific-Ave-San-Francisco-CA-94115/2129723257_zpid/,-122.431,37.7939,80.0589,rental,6900,open,,,2015-09-01,Pacific Heights,62
"2139 Green St, San Francisco, CA 94123",2,2,1845,zillow_sf,http://www.zillow.com/homedetails/2139-Green-St-San-Francisco-CA-94123/2114280573_zpid/,-122.434,37.796,53.784,rental,11500,open,,,2015-09-13,Pacific Heights,62
"Vallejo St San Francisco, CA 94123",0,1,700,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94123/2107186505_zpid/,-122.435,37.7952,62.7167,rental,4200,open,,,2014-11-19,Pacific Heights,62
"2121 Laguna St APT 1, San Francisco, CA 94115",2,2,1250,zillow_sf,http://www.zillow.com/homedetails/2121-Laguna-St-APT-1-San-Francisco-CA-94115/2101583270_zpid/,-122.429,37.7909,99.0606,rental,5500,open,,,2015-07-27,Pacific Heights,62
"Broadway St San Francisco, CA 94115",4,3,4000,zillow_sf,http://www.zillow.com/homedetails/Broadway-St-San-Francisco-CA-94115/2102190217_zpid/,-122.435,37.7942,82.9386,rental,18000,open,,,2015-08-03,Pacific Heights,62
"1840 Broadway, San Francisco, CA 94109",2,2,1300,zillow_sf,http://www.zillow.com/homedetails/1840-Broadway-San-Francisco-CA-94109/2105116842_zpid/,-122.428,37.7953,54.8971,rental,7580,open,,,2015-08-10,Pacific Heights,62
"Clay St San Francisco, CA 94115",0,1,450,zillow_sf,http://www.zillow.com/homedetails/Clay-St-San-Francisco-CA-94115/2101876882_zpid/,-122.429,37.7914,105.181,rental,3200,open,,,2015-08-12,Pacific Heights,62
"1966 Pacific Ave 201 Short Term Furnished Rental, San Francisco, CA 94109",2,2,1115,zillow_sf,http://www.zillow.com/homedetails/1966-Pacific-Ave-201-Short-Term-Furnished-Rental-San-Francisco-CA-94109/2101524276_zpid/,-122.438,37.7925,91.9031,rental,5495,open,,,2015-08-21,Pacific Heights,62
"2398 Broadway St, San Francisco, CA 94115",3,2,3500,zillow_sf,http://www.zillow.com/homedetails/2398-Broadway-St-San-Francisco-CA-94115/15072566_zpid/,-122.436,37.7944,63.1856,rental,7750,open,,,2015-08-28,Pacific Heights,62
"Webster St San Francisco, CA 94123",3,3,0,zillow_sf,http://www.zillow.com/homedetails/Webster-St-San-Francisco-CA-94123/2101286597_zpid/,-122.433,37.7945,86.0685,rental,9500,open,,,2015-08-27,Pacific Heights,62
"3042 Jackson St APT 1, San Francisco, CA 94115",4,2,2265,zillow_sf,http://www.zillow.com/homedetails/3042-Jackson-St-APT-1-San-Francisco-CA-94115/64972277_zpid/,-122.445,37.7914,110.095,rental,11000,open,,,2015-09-02,Pacific Heights,62
"2300 Broadway St, San Francisco, CA 94115",3,3,4084,zillow_sf,http://www.zillow.com/homedetails/2300-Broadway-St-San-Francisco-CA-94115/15072582_zpid/,-122.435,37.7945,79.7366,rental,25000,open,,,2015-09-07,Pacific Heights,62
"Sacramento St San Francisco, CA 94115",3,4,2100,zillow_sf,http://www.zillow.com/homedetails/Sacramento-St-San-Francisco-CA-94115/2101196862_zpid/,-122.429,37.7905,94.6615,rental,8750,open,,,2015-09-10,Pacific Heights,62
"2077 Jackson St APT 304, San Francisco, CA 94109",1,1,750,zillow_sf,http://www.zillow.com/homedetails/2077-Jackson-St-APT-304-San-Francisco-CA-94109/15073942_zpid/,-122.429,37.7929,89.5776,rental,4750,open,,,2015-09-15,Pacific Heights,62
"2611 Divisadero St, San Francisco, CA 94123",5,5,3426,zillow_sf,http://www.zillow.com/homedetails/2611-Divisadero-St-San-Francisco-CA-94123/15080810_zpid/,-122.442,37.7938,99.2501,rental,22000,open,,,2015-08-12,Pacific Heights,62
