address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,year_built,garage,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
163 Liberty Street,3,2,2060,climbsf_rented,http://www.climbsf.com/for-rent/163-liberty-st/,-122.425,37.7571,41.2734,,,rental,7500,closed,,2014-08-12,,Eureka Valley / Dolores Heights,16,SF
234 Grand View Avenue,3,2,1682,climbsf_rented,http://www.climbsf.com/for-rent/234-grand-view-ave/,-122.441,37.7545,131.494,,,rental,7300,closed,,2014-09-26,,Eureka Valley / Dolores Heights,16,SF
55 Hancock Street,2,1,1040,climbsf_rented,http://www.climbsf.com/for-rent/55-hancock-st-1/,-122.429,37.7602,30.889,,,rental,4400,closed,,2014-11-25,,Eureka Valley / Dolores Heights,16,SF
3065 Market Street,2,1,0,climbsf_rented,http://www.climbsf.com/for-rent/3065-market-st/,-122.442,37.7609,67.1337,,,rental,3900,closed,,2015-10-04,,Eureka Valley / Dolores Heights,16,SF
"(Undisclosed Address) San Francisco, CA 94114",1,1,800,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94114/2111980598_zpid/,-122.433,37.7561,99.598,,0,rental,4250,closed,478,2015-10-04,2014-06-13,Eureka Valley / Dolores Heights,16,SF
"20th St San Francisco, CA 94114",2,1,850,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94114/2104055540_zpid/,-122.432,37.7578,70.3663,,,rental,5700,open,,,2015-05-14,Eureka Valley / Dolores Heights,16,SF
"149 Hartford St, San Francisco, CA 94114",3,2,2100,zillow_sf,http://www.zillow.com/homedetails/149-Hartford-St-San-Francisco-CA-94114/15144408_zpid/,-122.434,37.7602,30.035,1900,0,rental,7600,closed,111,2015-10-07,2015-06-18,Eureka Valley / Dolores Heights,16,SF
"Cumberland St San Francisco, CA 94114",5,4,0,zillow_sf,http://www.zillow.com/homedetails/Cumberland-St-San-Francisco-CA-94114/2101963834_zpid/,-122.43,37.7588,69.1504,,,rental,22500,closed,89,2015-10-04,2015-07-07,Eureka Valley / Dolores Heights,16,SF
"18th St San Francisco, CA 94114",2,1,940,zillow_sf,http://www.zillow.com/homedetails/18th-St-San-Francisco-CA-94114/2101740991_zpid/,-122.435,37.7609,25.2467,,0,rental,4990,closed,90,2015-10-07,2015-07-09,Eureka Valley / Dolores Heights,16,SF
"3745 21st St, San Francisco, CA 94114",4,3,3300,zillow_sf,http://www.zillow.com/homedetails/3745-21st-St-San-Francisco-CA-94114/53153469_zpid/,-122.431,37.7562,111.071,,,rental,15000,open,,,2015-07-13,Eureka Valley / Dolores Heights,16,SF
"3822 19th St APT 7, San Francisco, CA 94114",2,2,0,zillow_sf,http://www.zillow.com/homedetails/3822-19th-St-APT-7-San-Francisco-CA-94114/2105976729_zpid/,-122.429,37.7597,34.0805,,,rental,4350,open,,,2015-08-28,Eureka Valley / Dolores Heights,16,SF
"169 Hancock St, San Francisco, CA 94114",2,1,1270,zillow_sf,http://www.zillow.com/homedetails/169-Hancock-St-San-Francisco-CA-94114/15144485_zpid/,-122.432,37.76,36.3564,,,rental,5000,closed,3,2015-10-07,2015-10-04,Eureka Valley / Dolores Heights,16,SF
"4658 18th St, San Francisco, CA 94114",3,3,1806,zillow_sf,http://www.zillow.com/homedetails/4658-18th-St-San-Francisco-CA-94114/15128528_zpid/,-122.442,37.7606,65.1047,1900,0,rental,7500,closed,22,2015-10-07,2015-09-15,Eureka Valley / Dolores Heights,16,SF
"857 Church St APT 3, San Francisco, CA 94114",1,1,830,zillow_sf,http://www.zillow.com/homedetails/857-Church-St-APT-3-San-Francisco-CA-94114/2113996511_zpid/,-122.428,37.7571,56.3013,,,rental,4000,open,,,2015-09-10,Eureka Valley / Dolores Heights,16,SF
"326 Eureka St, San Francisco, CA 94114",1,1,836,zillow_sf,http://www.zillow.com/homedetails/326-Eureka-St-San-Francisco-CA-94114/123596753_zpid/,-122.438,37.7569,82.4832,,,rental,3995,closed,3,2015-10-01,2015-09-28,Eureka Valley / Dolores Heights,16,SF
"530 Noe St, San Francisco, CA 94114",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/530-Noe-St-San-Francisco-CA-94114/2101885247_zpid/,-122.433,37.7604,25.2879,,,rental,5900,closed,19,2015-10-07,2015-09-18,Eureka Valley / Dolores Heights,16,SF
"366 Eureka St, San Francisco, CA 94114",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/366-Eureka-St-San-Francisco-CA-94114/2101107502_zpid/,-122.438,37.7561,91.195,,,rental,3950,open,,,2015-09-18,Eureka Valley / Dolores Heights,16,SF
"37 Diamond St, San Francisco, CA 94114",3,3,1900,zillow_sf,http://www.zillow.com/homedetails/37-Diamond-St-San-Francisco-CA-94114/2101210809_zpid/,-122.437,37.7619,42.9231,,,rental,6995,closed,16,2015-10-07,2015-09-21,Eureka Valley / Dolores Heights,16,SF
"4308 21st St, San Francisco, CA 94114",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/4308-21st-St-San-Francisco-CA-94114/15130487_zpid/,-122.439,37.7555,103.109,1893,0,rental,6995,open,,,2015-10-11,Eureka Valley / Dolores Heights,16,SF
"3928 20th St, San Francisco, CA 94114",4,3,1416,zillow_sf,http://www.zillow.com/homedetails/3928-20th-St-San-Francisco-CA-94114/15145020_zpid/,-122.429,37.7583,48.2604,,,rental,17500,closed,15,2015-10-09,2015-09-24,Eureka Valley / Dolores Heights,16,SF
"(Undisclosed Address) San Francisco, CA 94114",2,1,1000,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94114/2114015500_zpid/,-122.433,37.7561,99.598,,0,rental,5250,closed,13,2015-10-04,2015-09-21,Eureka Valley / Dolores Heights,16,SF
"252 Hartford St, San Francisco, CA 94114",2,1,0,zillow_sf,http://www.zillow.com/homedetails/252-Hartford-St-San-Francisco-CA-94114/2101079103_zpid/,-122.434,37.7585,46.4513,1923,0,rental,4800,closed,12,2015-10-04,2015-09-22,Eureka Valley / Dolores Heights,16,SF
"18th St San Francisco, CA 94114",1,1,600,zillow_sf,http://www.zillow.com/homedetails/18th-St-San-Francisco-CA-94114/2100964457_zpid/,-122.435,37.7609,25.2467,,0,rental,3500,open,,,2015-10-01,Eureka Valley / Dolores Heights,16,SF
271 Paris Street,1,1,900,climbsf_rented,http://www.climbsf.com/for-rent/271-paris-st/,-122.433,37.7243,70.2703,,,rental,2900,closed,,2014-12-01,,Excelsior,17,SF
"242 Moscow St, San Francisco, CA 94112",3,2,1025,zillow_sf,http://www.zillow.com/homedetails/242-Moscow-St-San-Francisco-CA-94112/15169105_zpid/,-122.426,37.7238,138.19,1949,0,rental,4450,open,,,2015-09-04,Excelsior,17,SF
"587 London St, San Francisco, CA 94112",4,2,1530,zillow_sf,http://www.zillow.com/homedetails/587-London-St-San-Francisco-CA-94112/15174550_zpid/,-122.437,37.7197,73.1027,1900,1,rental,3800,closed,8,2015-10-07,2015-09-29,Excelsior,17,SF
"Athens St San Francisco, CA 94112",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Athens-St-San-Francisco-CA-94112/2101524650_zpid/,-122.43,37.7201,89.7167,,,rental,6200,open,,,2015-08-01,Excelsior,17,SF
"Vienna St San Francisco, CA 94112",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/Vienna-St-San-Francisco-CA-94112/2101340414_zpid/,-122.429,37.722,91.5284,,,rental,4650,open,,,2015-08-21,Excelsior,17,SF
"89 Vienna St, San Francisco, CA 94112",2,1,900,zillow_sf,http://www.zillow.com/homedetails/89-Vienna-St-San-Francisco-CA-94112/15167681_zpid/,-122.425,37.7268,110.641,1900,0,rental,3900,open,,,2015-10-08,Excelsior,17,SF
"263 Vienna St, San Francisco, CA 94112",2,1,875,zillow_sf,http://www.zillow.com/homedetails/263-Vienna-St-San-Francisco-CA-94112/15169173_zpid/,-122.427,37.724,111.37,,,rental,2900,closed,6,2015-10-08,2015-10-02,Excelsior,17,SF
"400 France Ave, San Francisco, CA 94112",3,2,1143,zillow_sf,http://www.zillow.com/homedetails/400-France-Ave-San-Francisco-CA-94112/15176281_zpid/,-122.435,37.7183,98.2757,1954,0,rental,3950,open,,,2015-10-07,Excelsior,17,SF
"119 Madrid St, San Francisco, CA 94112",3,3,1275,zillow_sf,http://www.zillow.com/homedetails/119-Madrid-St-San-Francisco-CA-94112/15167942_zpid/,-122.428,37.7274,79.8967,,,rental,4600,closed,5,2015-10-09,2015-10-04,Excelsior,17,SF
"809 Athens St, San Francisco, CA 94112",1,1,450,zillow_sf,http://www.zillow.com/homedetails/809-Athens-St-San-Francisco-CA-94112/15176648_zpid/,-122.433,37.715,77.5531,1931,0,rental,1600,open,,,2015-10-08,Excelsior,17,SF
"201 Sansome St UNIT 1001, San Francisco, CA 94104",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/201-Sansome-St-UNIT-1001-San-Francisco-CA-94104/79841905_zpid/,-122.401,37.7922,4.57521,,,rental,5750,closed,25,2015-10-07,2015-09-12,Financial District/Barbary Coast,18,SF
"Davis Ct San Francisco, CA 94111",0,1,830,zillow_sf,http://www.zillow.com/homedetails/Davis-Ct-San-Francisco-CA-94111/2103579860_zpid/,-122.398,37.7963,2.76782,,,rental,3800,open,,,2015-01-28,Financial District/Barbary Coast,18,SF
"Stockton St San Francisco, CA 94108",0,1,450,zillow_sf,http://www.zillow.com/homedetails/Stockton-St-San-Francisco-CA-94108/2103580243_zpid/,-122.407,37.7906,38.0679,,,rental,3750,open,,,2015-07-22,Financial District/Barbary Coast,18,SF
"725 Pine St APT 301, San Francisco, CA 94108",1,1,550,zillow_sf,http://www.zillow.com/homedetails/725-Pine-St-APT-301-San-Francisco-CA-94108/82785250_zpid/,-122.408,37.791,52.1983,,,rental,3090,closed,33,2015-10-06,2015-09-03,Financial District/Barbary Coast,18,SF
"333 Bush St, San Francisco, CA 94104",2,2,1250,zillow_sf,http://www.zillow.com/homedetails/333-Bush-St-San-Francisco-CA-94104/15069263_zpid/,-122.403,37.7906,11.6944,1987,0,rental,5200,open,,,2015-10-07,Financial District/Barbary Coast,18,SF
"25 Hotaling Pl UNIT F, San Francisco, CA 94111",1,1,684,zillow_sf,http://www.zillow.com/homedetails/25-Hotaling-Pl-UNIT-F-San-Francisco-CA-94111/96011775_zpid/,-122.403,37.796,4.2964,1900,0,rental,3900,open,,,2015-10-05,Financial District/Barbary Coast,18,SF
74 New Montgomery #412,1,1,870,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-412/,-122.401,37.7875,7.64144,,,rental,3800,closed,,2011-11-20,,Yerba Buena,19,SF
16 Jessie St #407,1,1,450,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-407/,-122.399,37.7899,5.27414,,,rental,2000,closed,,2011-12-20,,Yerba Buena,19,SF
16 Jessie Street #311,1,1,620,climbsf_rented,http://www.climbsf.com/for-rent/16-jessie-st-311/,-122.399,37.7899,5.27414,,,rental,3100,closed,,2013-03-26,,Yerba Buena,19,SF
300 Third Street #1114,2,2,1161,climbsf_rented,http://www.climbsf.com/for-rent/300-3rd-st-1114/,-122.399,37.7835,7.1333,,,rental,4100,closed,,2013-06-05,,Yerba Buena,19,SF
199 New Montgomery Street #208,1,1,834,climbsf_rented,http://www.climbsf.com/for-rent/199-new-montgomery-st-208/,-122.399,37.7866,7.5217,,,rental,3300,closed,,2013-07-05,,Yerba Buena,19,SF
One Hawthorne Street #2J,1,1,794,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-2j/,-122.399,37.7857,8.63035,,,rental,3300,closed,,2015-10-04,,Yerba Buena,19,SF
301 Mission Street #701,2,2,1955,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-701/,-122.396,37.7905,0.0,,,rental,7400,closed,,2013-12-11,,Yerba Buena,19,SF
74 New Montgomery Street #515,1,1,824,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-515/,-122.401,37.7875,7.64144,,,rental,3700,closed,,2013-12-26,,Yerba Buena,19,SF
74 New Montgomery Street #416,2,2,1123,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-416/,-122.401,37.7875,7.64144,,,rental,4500,closed,,2014-04-22,,Yerba Buena,19,SF
301 Mission Street #14D,1,1,789,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-14d/,-122.396,37.7905,0.0,,,rental,2950,closed,,2014-06-20,,Yerba Buena,19,SF
301 Mission Street #29F,2,2,1601,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-29f/,-122.396,37.7905,0.0,,,rental,7975,closed,,2014-12-08,,Yerba Buena,19,SF
870 Harrison Street #603,1,1,0,climbsf_rented,http://www.climbsf.com/for-rent/870-harrison-st-603/,-122.401,37.7797,2.91992,,,rental,3500,closed,,2015-10-04,,Yerba Buena,19,SF
One Hawthorne Street #11F,2,2,1395,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-11f/,-122.399,37.7857,8.63035,,,rental,6000,closed,,2015-10-04,,Yerba Buena,19,SF
One Hawthorne Street #16B,1,1,558,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-16b/,-122.399,37.7857,8.63035,,,rental,3200,closed,,2015-10-04,,Yerba Buena,19,SF
74 New Montgomery Street #309,0,1,484,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-309/,-122.401,37.7875,7.64144,,,rental,2850,closed,,2015-05-27,,Yerba Buena,19,SF
74 New Montgomery Street #709,1,1,489,climbsf_rented,http://www.climbsf.com/for-rent/74-new-montgomery-st-709/,-122.401,37.7875,7.64144,,,rental,3150,closed,,2015-06-09,,Yerba Buena,19,SF
77 Dow Place #707,1,1,1075,climbsf_rented,http://www.climbsf.com/for-rent/77-dow-pl-707/,-122.397,37.7841,17.9581,,,rental,3950,closed,,2015-07-08,,Yerba Buena,19,SF
301 Mission St. #53D,2,3,0,climbsf_rented,http://www.climbsf.com/for-rent/301-mission-st-53d/,-122.396,37.7905,0.0,,,rental,16000,closed,,2015-10-04,,Yerba Buena,19,SF
199 New Montgomery Street #402,2,2,0,climbsf_rented,http://www.climbsf.com/for-rent/199-new-montgomery-st-402/,-122.399,37.7866,7.5217,,,rental,4500,closed,,2015-10-04,,Yerba Buena,19,SF
821 Folsom Street #310,1,1,717,climbsf_rented,http://www.climbsf.com/for-rent/821-folsom-st-310/,-122.402,37.7815,4.54098,,,rental,3475,closed,,2015-08-06,,Yerba Buena,19,SF
16 Jessie Street #209,1,1,896,climbsf_renting,http://www.climbsf.com/for-rent/16-jessie-st-209/,-122.399,37.7899,5.27414,,,rental,4700,open,,,2015-09-27,Yerba Buena,19,SF
301 Mission Street #22H,1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-22h/,-122.396,37.7905,0.0,,,rental,6500,closed,7,2015-10-04,2015-09-27,Yerba Buena,19,SF
301 Mission Street #35A,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-35a/,-122.396,37.7905,0.0,,,rental,8800,open,,,2015-08-23,Yerba Buena,19,SF
301 Mission St. #5A,2,2,1517,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-5a/,-122.396,37.7905,0.0,,,rental,9000,open,,,2015-09-27,Yerba Buena,19,SF
246 Second Street #1301,1,1,0,climbsf_renting,http://www.climbsf.com/for-rent/246-2nd-st-1301/,-122.397,37.7858,12.231,,,rental,3499,closed,7,2015-10-04,2015-09-27,Yerba Buena,19,SF
"77 Dow Pl APT 901, San Francisco, CA 94107",1,1,1060,zillow_sf,http://www.zillow.com/homedetails/77-Dow-Pl-APT-901-San-Francisco-CA-94107/61325302_zpid/,-122.397,37.7841,17.9581,,,rental,4288,closed,39,2015-10-06,2015-08-28,Yerba Buena,19,SF
"74 New Montgomery St UNIT 702, San Francisco, CA 94105",2,2,1069,zillow_sf,http://www.zillow.com/homedetails/74-New-Montgomery-St-UNIT-702-San-Francisco-CA-94105/83154141_zpid/,-122.401,37.7875,7.64144,,,rental,5000,open,,,2011-05-18,Yerba Buena,19,SF
"829 Folsom St UNIT 304, San Francisco, CA 94107",1,1,700,zillow_sf,http://www.zillow.com/homedetails/829-Folsom-St-UNIT-304-San-Francisco-CA-94107/2102215787_zpid/,-122.402,37.7812,2.43132,,,rental,3850,closed,30,2015-10-11,2015-09-11,Yerba Buena,19,SF
"Hawthorne St San Francisco, CA 94105",1,1,498,zillow_sf,http://www.zillow.com/homedetails/Hawthorne-St-San-Francisco-CA-94105/2105385450_zpid/,-122.399,37.7853,10.0659,2010,0,rental,3750,closed,37,2015-10-04,2015-08-28,Yerba Buena,19,SF
"301 Mission St # 39, San Francisco, CA 94105",2,2,1601,zillow_sf,http://www.zillow.com/homedetails/301-Mission-St-39-San-Francisco-CA-94105/2102013561_zpid/,-122.396,37.7905,0.0,,,rental,11000,open,,,2015-08-08,Yerba Buena,19,SF
"Mission St San Francisco, CA 94105",2,2,1601,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2101703301_zpid/,-122.402,37.7859,8.12495,,,rental,8400,open,,,2015-08-12,Yerba Buena,19,SF
"1st St San Francisco, CA 94105",1,1,819,zillow_sf,http://www.zillow.com/homedetails/1st-St-San-Francisco-CA-94105/2101399621_zpid/,-122.395,37.7881,7.57282,2008,0,rental,5100,closed,54,2015-10-07,2015-08-14,Yerba Buena,19,SF
"Mission St San Francisco, CA 94105",2,2,1479,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2102526150_zpid/,-122.402,37.7859,8.12495,,,rental,8500,open,,,2015-08-15,Yerba Buena,19,SF
"821 Folsom St, San Francisco, CA 94107",2,2,1101,zillow_sf,http://www.zillow.com/homedetails/821-Folsom-St-San-Francisco-CA-94107/2107285769_zpid/,-122.402,37.7815,4.54098,2004,0,rental,5000,closed,43,2015-10-07,2015-08-25,Yerba Buena,19,SF
"300 3rd St, San Francisco, CA 94107",1,1,950,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-San-Francisco-CA-94107/2124263019_zpid/,-122.399,37.7835,7.1333,1990,0,rental,3900,closed,39,2015-10-07,2015-08-29,Yerba Buena,19,SF
"870 Harrison St, San Francisco, CA 94107",2,1,883,zillow_sf,http://www.zillow.com/homedetails/870-Harrison-St-San-Francisco-CA-94107/2104582649_zpid/,-122.401,37.7797,2.91992,,,rental,4650,closed,15,2015-10-03,2015-09-18,Yerba Buena,19,SF
"821 Folsom St APT 201, San Francisco, CA 94107",1,1,685,zillow_sf,http://www.zillow.com/homedetails/821-Folsom-St-APT-201-San-Francisco-CA-94107/80736506_zpid/,-122.402,37.7815,4.54098,2004,1,rental,3949,closed,15,2015-10-07,2015-09-22,Yerba Buena,19,SF
"855 Folsom St, San Francisco, CA 94107",1,1,800,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-San-Francisco-CA-94107/96013734_zpid/,-122.402,37.781,4.13087,,,rental,3900,closed,33,2015-10-05,2015-09-02,Yerba Buena,19,SF
"199 New Montgomery St UNIT 1006, San Francisco, CA 94105",1,1,787,zillow_sf,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1006-San-Francisco-CA-94105/80738327_zpid/,-122.399,37.7866,7.5217,,,rental,3850,closed,27,2015-10-01,2015-09-04,Yerba Buena,19,SF
"300 3rd St # 600, San Francisco, CA 94107",1,1,0,zillow_sf,http://www.zillow.com/homedetails/300-3rd-St-600-San-Francisco-CA-94107/2121435772_zpid/,-122.399,37.7835,7.1333,,,rental,3000,open,,,2012-02-15,Yerba Buena,19,SF
"855 Folsom St # LOFT, San Francisco, CA 94107",1,1,787,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-LOFT-San-Francisco-CA-94107/2105478794_zpid/,-122.402,37.7808,4.14183,2001,0,rental,3995,closed,2,2015-10-12,2015-10-10,Yerba Buena,19,SF
"Folsom St San Francisco, CA 94107",1,1,812,zillow_sf,http://www.zillow.com/homedetails/Folsom-St-San-Francisco-CA-94107/2101112430_zpid/,-122.401,37.7822,4.65819,,0,rental,4200,closed,17,2015-10-04,2015-09-17,Yerba Buena,19,SF
One Hawthorne Street #2H,2,2,1377,climbsf_rented,http://www.climbsf.com/for-rent/1-hawthorne-st-2h/,-122.399,37.7857,8.63035,,,rental,5900,closed,,2015-10-04,,Yerba Buena,19,SF
"1st St San Francisco, CA 94105",2,2,995,zillow_sf,http://www.zillow.com/homedetails/1st-St-San-Francisco-CA-94105/2101098920_zpid/,-122.395,37.7881,7.57282,2004,0,rental,4750,open,,,2015-09-26,Yerba Buena,19,SF
301 Mission Street #8E,2,2,0,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-8e/,-122.396,37.7905,0.0,,,rental,6000,closed,,2015-10-04,,Yerba Buena,19,SF
"855 Folsom St APT 318, San Francisco, CA 94107",1,1,838,zillow_sf,http://www.zillow.com/homedetails/855-Folsom-St-APT-318-San-Francisco-CA-94107/58222920_zpid/,-122.402,37.781,4.13087,2001,0,rental,3995,open,,,2015-09-24,Yerba Buena,19,SF
"631 Folsom St, San Francisco, CA 94107",2,2,1190,zillow_sf,http://www.zillow.com/homedetails/631-Folsom-St-San-Francisco-CA-94107/89237179_zpid/,-122.397,37.7848,13.4476,2009,1,rental,6250,closed,12,2015-10-07,2015-09-25,Yerba Buena,19,SF
"300 3rd Street # FL 8TH, San Francisco, CA 94107",1,1,0,zillow_sf,http://www.zillow.com/homedetails/300-3rd-Street-FL-8TH-San-Francisco-CA-94107/2101016667_zpid/,-122.399,37.7835,7.1333,1990,0,rental,3500,closed,8,2015-10-04,2015-09-26,Yerba Buena,19,SF
"188 Minna St APT 32B, San Francisco, CA 94105",2,2,1719,zillow_sf,http://www.zillow.com/homedetails/188-Minna-St-APT-32B-San-Francisco-CA-94105/69819186_zpid/,-122.401,37.7863,7.77742,2005,0,rental,12500,open,,,2015-09-29,Yerba Buena,19,SF
301 Mission Street #51D,2,3,2230,climbsf_renting,http://www.climbsf.com/for-rent/301-mission-st-51d/,-122.396,37.7905,0.0,,,rental,16500,open,,,2015-10-03,Yerba Buena,19,SF
"77 Dow Pl, San Francisco, CA 94107",1,1,1185,zillow_sf,http://www.zillow.com/homedetails/77-Dow-Pl-San-Francisco-CA-94107/2137718938_zpid/,-122.397,37.7841,17.9581,2004,0,rental,3950,open,,,2015-10-06,Yerba Buena,19,SF
"301 Mission St # 9, San Francisco, CA 94105",3,3,1900,zillow_sf,http://www.zillow.com/homedetails/301-Mission-St-9-San-Francisco-CA-94105/2100915606_zpid/,-122.396,37.7905,0.0,2009,0,rental,11500,open,,,2015-10-07,Yerba Buena,19,SF
"77 Dow Pl APT 701, San Francisco, CA 94107",1,1,1022,zillow_sf,http://www.zillow.com/homedetails/77-Dow-Pl-APT-701-San-Francisco-CA-94107/61242854_zpid/,-122.397,37.7841,17.9581,2002,1,rental,4995,open,,,2015-09-09,Yerba Buena,19,SF
"199 New Montgomery St UNIT 1103, San Francisco, CA 94105",0,1,409,zillow_sf,http://www.zillow.com/homedetails/199-New-Montgomery-St-UNIT-1103-San-Francisco-CA-94105/80739317_zpid/,-122.399,37.7866,7.5217,2004,0,rental,2490,open,,,2015-10-10,Yerba Buena,19,SF
"1st St San Francisco, CA 94105",1,1,618,zillow_sf,http://www.zillow.com/homedetails/1st-St-San-Francisco-CA-94105/2100883112_zpid/,-122.395,37.7881,7.57282,,0,rental,4500,open,,,2015-10-11,Yerba Buena,19,SF
"158 Taraval St, San Francisco, CA 94116",2,2,1345,zillow_sf,http://www.zillow.com/homedetails/158-Taraval-St-San-Francisco-CA-94116/15134082_zpid/,-122.467,37.7437,140.234,,,rental,3950,closed,17,2015-10-09,2015-09-22,Forest Hill,20,SF
