,address,ypred,list,gain-loss,url,rent,cap rate
7416641,"760 Pickering St, Houston, TX 77091 ",160123.09375,115000,45123.09375,https://www.zillow.com/homedetails/760-Pickering-St-Houston-TX-77091/27846542_zpid/,1621.211669921875,0.16916990489130435
7409903,"5839 Green Falls Dr, Houston, TX 77088 ",194411.71875,150000,44411.71875,https://www.zillow.com/homedetails/5839-Green-Falls-Dr-Houston-TX-77088/28164836_zpid/,1675.3350830078125,0.13402680989583332
7381938,"615 Gammon Dr, Houston, TX 77022 ",174213.8125,129900,44313.8125,https://www.zillow.com/homedetails/615-Gammon-Dr-Houston-TX-77022/27988701_zpid/,2050.4755859375,0.18942037745381063
7383676,"9910 Deanwood St, Houston, TX 77040 ",192103.671875,149900,42203.671875,https://www.zillow.com/homedetails/9910-Deanwood-St-Houston-TX-77040/28242714_zpid/,1354.280517578125,0.10841471788483989
1953704,"8205 N Main St, Houston, TX 77022 ",143943.375,102000,41943.375,https://www.zillow.com/homedetails/8205-N-Main-St-Houston-TX-77022/27916971_zpid/,1388.516845703125,0.1633549325980392
2020472,"6463 Olympia Dr, Houston, TX 77057 ",261468.890625,220000,41468.890625,https://www.zillow.com/homedetails/6463-Olympia-Dr-Houston-TX-77057/2141140939_zpid/,2927.057373046875,0.15965767045454546
2700762,"6710 Bethune Dr, Houston, TX 77091 ",100805.09375,60000,40805.09375,https://www.zillow.com/homedetails/6710-Bethune-Dr-Houston-TX-77091/27966392_zpid/,1487.1116943359375,0.2974223307291667
7394661,"13518 Bandera St, Houston, TX 77015 ",105776.484375,65000,40776.484375,https://www.zillow.com/homedetails/13518-Bandera-St-Houston-TX-77015/27927023_zpid/,2002.10107421875,0.36961865985576925
1917138,"5923 Beaudry Dr, Houston, TX 77035 ",320133.96875,279900,40233.96875,https://www.zillow.com/homedetails/5923-Beaudry-Dr-Houston-TX-77035/28075200_zpid/,2292.406494140625,0.09828109648535191
7354979,"6912 Orville St, Houston, TX 77028 ",137650.203125,99000,38650.203125,http://www.zillow.com/homedetails/6912-Orville-St-Houston-TX-77028/27913825_zpid/,4244.47119140625,0.5144813762626262
1898867,"2114 Linea Del Pino St, Houston, TX 77077 ",308199.9375,269900,38299.9375,https://www.zillow.com/homedetails/2114-Linea-Del-Pino-St-Houston-TX-77077/28329257_zpid/,4951.3271484375,0.2201405179001482
7388279,"5762 Fontenelle Dr, Houston, TX 77035 ",257242.28125,219000,38242.28125,https://www.zillow.com/homedetails/5762-Fontenelle-Dr-Houston-TX-77035/28048150_zpid/,6143.83642578125,0.3366485801940639
1950649,"13710 Burgoyne Rd, Houston, TX 77077 ",236068.59375,198000,38068.59375,https://www.zillow.com/homedetails/13710-Burgoyne-Rd-Houston-TX-77077/28132124_zpid/,4246.27734375,0.25735014204545453
7382736,"8335 Concho St, Houston, TX 77036 ",217947.625,179900,38047.625,https://www.zillow.com/homedetails/8335-Concho-St-Houston-TX-77036/28071327_zpid/,3171.83544921875,0.21157322644524737
2340326,"16314 Breakwater Path Dr, Houston, TX 77044 ",358731.21875,321000,37731.21875,https://www.zillow.com/homedetails/16314-Breakwater-Path-Dr-Houston-TX-77044/112159560_zpid/,1621.4237060546875,0.06061396879867601
7380737,"11402 Sagehollow Ln, Houston, TX 77089 ",145380.65625,108000,37380.65625,https://www.zillow.com/homedetails/11402-Sagehollow-Ln-Houston-TX-77089/28104524_zpid/,1132.0963134765625,0.12578848379629629
7394679,"6118 Westover St, Houston, TX 77033 ",122228.9140625,85000,37228.9140625,https://www.zillow.com/homedetails/6118-Westover-St-Houston-TX-77033/27966842_zpid/,2652.02734375,0.37440386029411765
2055726,"14319 Misty Meadow Ln, Houston, TX 77079 ",266078.8125,229900,36178.8125,http://www.zillow.com/homedetails/14319-Misty-Meadow-Ln-Houston-TX-77079/28175385_zpid/,3179.862060546875,0.16597800674206176
1902929,"8626 Braeburn Valley Dr, Houston, TX 77074 ",204772.421875,169000,35772.421875,https://www.zillow.com/homedetails/8626-Braeburn-Valley-Dr-Houston-TX-77074/28064073_zpid/,2971.4619140625,0.21099137851331362
7403544,"5962 Beldart St, Houston, TX 77033 ",122725.2890625,87000,35725.2890625,https://www.zillow.com/homedetails/5962-Beldart-St-Houston-TX-77033/27967262_zpid/,2384.294921875,0.3288682650862069
1916887,"11319 Hillcroft St, Houston, TX 77035 ",242927.296875,207499,35428.296875,https://www.zillow.com/homedetails/11319-Hillcroft-St-Houston-TX-77035/28026785_zpid/,3042.613037109375,0.17595918760451856
7405556,"10648 Bexley Dr, Houston, TX 77099 ",144593.640625,109500,35093.640625,https://www.zillow.com/homedetails/10648-Bexley-Dr-Houston-TX-77099/28180463_zpid/,3785.07470703125,0.414802725456621
7388280,"5918 Willowbend Blvd, Houston, TX 77096 ",310061.40625,275000,35061.40625,https://www.zillow.com/homedetails/5918-Willowbend-Blvd-Houston-TX-77096/28034751_zpid/,2361.67333984375,0.10305483664772727
